id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
16907576,Bronx 167th Grand ConCourse,49642011774,unconfirmed,Daniel,Bronx,Concourse Village,40.83314,-73.91708,United States,US,True,strict,Private room,2007,$984 ,$197 ,2,0,,,5,1,0,"- NO parties or events. -NO smoking inside. You are welcome to smoke outside. -We ask guests to maintain a low noise level after 10pm and be respectful of noise levels during the day. You are welcome to have a few friends over for dinner but no loud music. -NOTHING but toilet paper and human waste in the toilet.  -Hair dyeing are not allowed in the apartment as the wood, furniture and bathroom sink can stain very easily. -All overnight guests must be booked through Airbnb.  Enjoy yourself!  Ask us for anything you may need while you're here! We will do our best to help.",
16908128,Newly renovated 1br in the heart of NY,13116513937,verified,Carlos,Manhattan,Flatiron District,40.74212,-73.99042,United States,US,True,strict,Entire home/apt,2009,$817 ,$163 ,4,3,5/22/2019,0.16,5,1,0,"The unit is a condo, with another unit upstairs.  Please be considerate of our neighbors, and respect the shared spaces (front porch, backyard) and limit any noise after 10 PM.  Guests are not allowed to use the bbq or smoker during their stay (sorry!).",
16908681,Private Room B In Prime Location,64622218281,verified,Anna,Manhattan,Chelsea,40.74729,-73.98957,United States,US,False,flexible,Private room,2008,$911 ,$182 ,1,162,6/23/2019,8.68,3,3,312,,
16909233,Stylish Williamsburg waterfront apartment,11481238178,verified,Melissa,Brooklyn,Williamsburg,40.71783,-73.96141,United States,US,False,flexible,Entire home/apt,2008,$600 ,$120 ,3,0,,,5,1,0,"Leave shoes by door No strong scents (perfumes, hair sprays, etc.) No events, drunkenness, or loud music No noise in the stairway",
16909785,Private Room C In Prime Location,28269839162,unconfirmed,Anna,Manhattan,Midtown,40.74535,-73.99023000000001,United States,US,False,flexible,Private room,2006,$828 ,$166 ,1,140,6/23/2019,7.39,5,3,321,No Smoking No Pets No Parties,
16910338,Whole Apartment Near Prospect Park,29644819545,unconfirmed,Diane,Brooklyn,Prospect-Lefferts Gardens,40.65896,-73.96104,United States,US,False,flexible,Entire home/apt,2021,$206 ,$41 ,2,37,6/11/2019,2.0,2,1,3,"You must disclose at what time you are planning to arrive when booking.  If it's too late at night, we may not be able to accommodate you.  If you don't disclose the information, your reservation will be canceled immediately.  International guests:  Please make sure your visa/work permits are in order.  We cannot refund your money if you are unable to come because your paperwork was not in order.  If you are booking far in advance because of work/study issues, please be aware that if things change because of whatever circumstance we are not able to give you a full refund.  Please understand that we have kept your place for months foregoing other bookings.  The policy is that if you let us know a week in advance, you will receive 50% of what you have paid.  Also, the money that you pay upfront to secure the place is kept by airbnb which handles all money transactions.  No smoking indoors, only on the deck.  No pets.  Come and go as you please.  No loud music please.  Own housekeeping du",
16910890,Huge cozy artist haven in heart of Hamilton Hts.,8726766327,unconfirmed,Sean,Manhattan,Harlem,40.830290000000005,-73.94962,United States,US,False,flexible,Private room,2015,$50 ,$10 ,2,1,1/2/2018,0.05,2,1,0,I'm a semi kosher vegetarian which means that I don't bring any pork or shelled fish into the house.  Chicken/Red meat is fine.,
16911442,"Luxury Private Bed, Bath & Desk in Williamsburg",57018509024,unconfirmed,Augustine,Brooklyn,Williamsburg,40.70755,-73.95314,United States,US,True,strict,Private room,2007,$674 ,$135 ,2,3,10/14/2018,0.3,2,1,0,- Minimum two night stay  - No smoking or drugs  - No parties and please be respectful of neighbors - Pets are welcome for an extra $50/night,
16911994,Full floor of a beautiful Bedstuy duplex,39239371161,unconfirmed,Gabriel,Brooklyn,Bedford-Stuyvesant,40.68885,-73.94349,United States,US,False,strict,Private room,2009,$965 ,$193 ,1,4,5/16/2018,0.21,2,1,0,"Please! No parties, no pets, no smoking, no illegal downloading from the Internet.",
16912547,Full room in Astoria max 2 (8 min from Manhattan),68796259666,verified,Vanessa,Queens,Astoria,40.75936,-73.91266,United States,US,False,moderate,Private room,2016,$526 ,$105 ,11,0,,,3,1,0,,
16913099,Sunny Park Slope Studio,40237675880,unconfirmed,Grey,Brooklyn,Park Slope,40.67245,-73.97341,United States,US,True,flexible,Entire home/apt,2011,$911 ,$182 ,60,1,10/17/2018,0.11,2,1,0,Events or parties are a separate charge at our Bed and Breakfast. Nothing after 10 pm.,
16913651,Ft Greene Studio,34961321913,unconfirmed,Heather,Brooklyn,Fort Greene,40.693870000000004,-73.97316,United States,US,True,moderate,Entire home/apt,2020,$838 ,$168 ,4,53,7/2/2019,3.05,4,2,88,"No smoking, No animals—we already have enough! No house parties. The maximum number of guests allowed in this room is two. Additional guests are not allowed unless they're just stopping in for a brief visit—still, please do clear it with me first.  I am trustworthy, clean and respectful and I expect my guests to be the same.  This is a calm, quiet neighborhood, so we ask that guests please adjust their decibels accordingly.  I ask that guests leave rooms the same way  they found them, making sure to clean up after cooking, to take hair out of the drains, and to put trash in trashcans.  Please  make yourself at home and feel free to use all my kitchen stuff, though I do have to play kitchen Nazi with a few items that require special cleaning (wok! cast iron frying pan!).  No pets allowed. No smoking. No storage permitted outside of rented room, outside of basket for toiletries in bathroom that I'll  point out to you.  Guests will please keep perishables in the college-size refrigerator ",
16914204,Bed in shared room in Crown Heights,32072384123,unconfirmed,Tzvi,Brooklyn,Prospect-Lefferts Gardens,40.662079999999996,-73.9443,United States,US,True,moderate,Shared room,2009,$668 ,$134 ,14,0,,,2,1,0,,
16914756,Huge 2 Bedroom on Mercer St (Soho),41475379410,verified,Enrique,Manhattan,SoHo,40.72224,-73.99991,United States,US,True,flexible,Entire home/apt,2006,"$1,071 ",$214 ,3,0,,,2,1,0,,
16915308,Nice and sunny room in Williamsburg!!,76995671032,verified,Maria,Brooklyn,Williamsburg,40.71032,-73.95687,United States,US,True,flexible,Private room,2014,"$1,182 ",$236 ,2,0,,,2,1,0,,
16915861,••Rare Find! Modern Room Near Subway & JFK••,77945989730,unconfirmed,Yola,Queens,Woodhaven,40.69003,-73.8678,United States,US,False,moderate,Private room,2005,"$1,174 ",$235 ,3,14,1/14/2019,0.83,4,2,0,"There is no smoking in or immediately around the building. The building's quiet hours begin at 9pm. After this time it's very important that you not play music loudly, have noisy guests over, etc.",
16916413,Brooklyn style Loft,40646121144,unconfirmed,Rafael,Brooklyn,Williamsburg,40.704809999999995,-73.93766,United States,US,False,moderate,Private room,2021,$657 ,$131 ,4,0,,,4,2,0,,
16916965,Amazing bedroom in Williamsburg!!,79543505512,verified,Ben,Brooklyn,Williamsburg,40.7087,-73.94519,United States,US,False,flexible,Private room,2019,"$1,027 ",$205 ,3,3,7/23/2018,0.16,3,1,0,"No smoking in the apartment, even with the windows open. No excessive cologne/perfume. Please take off your shoes on the landing and don't wear any outdoor shoes inside. No food in the bedroom, please. No food or drinks in the music room. Be considerate of the neighbors; no excessive noise, and keep quiet after 9pm. Please tell me if anything gets broken in the apartment. Talk to me first if you want to hold Yggy. Don't open the terrarium before we talk. No overnight guests.",
16917517,Private Room near the Myrtle Wyckoff L/M train,35673133612,unconfirmed,Desirée,Queens,Ridgewood,40.7029,-73.91174000000001,United States,US,True,moderate,Private room,2015,$971 ,$194 ,2,0,,,3,1,0,"- We have a very friendly cat and two chickens (in our outdoor coop in the back of the yard). Chickens and cat will be cared for/fed ( including cat litter box) by a pet sitter through a private basement entrance. We just ask that you let our indoor/outdoor cat in and out when you are home and please enjoy our fresh ""daily"" eggs.",
