id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
44412116,"Great 1BR available in E Vlg, close to everything!",72137731914,unconfirmed,John,Manhattan,East Village,40.7252,-73.98339,United States,US,False,strict,Private room,2019,"$1,183 ",$237 ,1,21,6/3/2019,0.75,3,1,363,"We are a non-smoking apartment.  Thank you! Please inquire about pets and kids - we don't have any, but it's OK if you do as long as you know what you need to bring to accommodate! :)",
44412668,The McCarren - A Two Bedroom Over the Park! #10262,47137285390,verified,Chris,Brooklyn,Greenpoint,40.72282,-73.94856,United States,US,False,moderate,Entire home/apt,2007,$513 ,$103 ,3,48,6/23/2019,1.69,5,1,3,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",
44413221,Uptown Gem,52095920477,unconfirmed,Tipicah,Manhattan,Harlem,40.82376,-73.94198,United States,US,False,moderate,Private room,2010,$928 ,$186 ,1,0,,,4,1,0,the female is better(最好是女性房客),
44413773,Charming Duplex in Manhattan,23048817906,verified,Chito And Xavier,Manhattan,East Harlem,40.80999,-73.93946,United States,US,False,flexible,Entire home/apt,2003,$72 ,$14 ,3,86,7/2/2019,2.99,1,2,85,I prefer those person Who would rent my room over 15 days once(Price will be lower) No smoking inside Cleaning my room at least one time in 3 days No other inappropriate actions on bed Thank you so much,
44414325,Luxury 2Bed/2Bth Private Loft Best NYC Location,10687671682,unconfirmed,Riley,Manhattan,West Village,40.74049,-74.00527,United States,US,True,moderate,Entire home/apt,2014,"$1,018 ",$204 ,1,106,6/21/2019,3.75,5,1,286,"No cologne/perfumed aftershaves/any sprays/candles/anything burning Non-smoker, no smoking in and out of home No guests/visitors Please be considered to other and make less noise NO street shoes indoor Light use of microwave/toaster oven, not for cooking Pick up after yourself No eating in bed Shower is not to be used 5.45 am-10 am to prevent long wait for bathroom",
44414878,Charming Studio with your Own Private Patio,49763803214,unconfirmed,Chito And Xavier,Manhattan,East Harlem,40.80827,-73.93813,United States,US,True,flexible,Entire home/apt,2021,"$1,131 ",$226 ,3,103,7/1/2019,3.61,5,2,32,1) No Smoking in property!!!  2) Do not slam doors!!! Close lightly Please!!! 3) No Shoes in house (except slippers) 4) Quiet down AFTER 10PM.,
44415430,Sunny room,716338010,unconfirmed,Giselle,Manhattan,East Harlem,40.79315,-73.93984,United States,US,False,flexible,Private room,2005,$194 ,$39 ,2,60,6/23/2019,2.52,5,2,233,"Quiet, clean, respectable, no smoking  Yes you can practice violin etc (*extra credit if you're a music student/musician, duh~)",
44415982,*WINTER DISCOUNT WILLIAMSBURG CHIC W/PRIVATE PATIO,13706030221,unconfirmed,Alison,Brooklyn,Williamsburg,40.717220000000005,-73.95477,United States,US,False,flexible,Entire home/apt,2014,$200 ,$40 ,3,66,7/3/2019,2.36,2,1,257,"No drugs/ No loud sex ( sound easily go through to my roomie's room next door ) / ID copy required for check in, and it need to match your credit card information/ Please try to be nice to my fellow roomies, they are all both from China, really organized and nice guys, we are all go to Boston University, we tried really hard to keep this house clean and in the order./ Lost keys charge: $10.05",
44416534,Oversized bedroom with living space,90101212090,verified,Xenia,Brooklyn,Sunset Park,40.64672,-74.00086999999999,United States,US,False,strict,Private room,2016,$908 ,$182 ,20,23,6/23/2019,0.84,3,3,41,This is a non-smoking unit.,
44417087,NEW YORK CENTRAL APARTMENT/TIME SQUARE,21203969021,verified,Carlotta,Manhattan,Hell's Kitchen,40.75659,-73.99313000000001,United States,US,False,strict,Entire home/apt,2017,"$1,035 ",$207 ,3,13,10/20/2018,0.46,5,1,260,"Clean, tidy & respectful. However PLEASE make yourself at home!",
44417639,Clean and Stylish Newly Renovated Apartment,40998155018,unconfirmed,J,Manhattan,Harlem,40.81843,-73.94400999999999,United States,US,True,strict,Entire home/apt,2009,$687 ,$137 ,1,78,6/22/2019,2.7,1,1,40,,
44418191,Fully furnished room on 110th St Broadway for rent,88708056273,unconfirmed,Ankit,Manhattan,Morningside Heights,40.80437,-73.96387,United States,US,False,strict,Shared room,2008,$275 ,$55 ,1,0,,,3,1,0,No smoking,
44418744,furnished private room/bathroom,43135395188,verified,Jennifer,Brooklyn,Williamsburg,40.71506,-73.94158,United States,US,True,moderate,Private room,2020,$616 ,$123 ,2,3,9/2/2018,0.22,3,2,40,#NAME?,
44419296,Beautiful modern & large 2 bedroom,53141564332,unconfirmed,Vikas,Manhattan,Midtown,40.74433,-73.98318,United States,US,True,moderate,Entire home/apt,2007,$772 ,$154 ,2,0,,,3,1,0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees. ",
44419848,"Modern, Spacious Hideaway in Historic Brooklyn",15889981987,unconfirmed,Trouve,Brooklyn,Kensington,40.64309,-73.97707,United States,US,False,moderate,Entire home/apt,2017,$386 ,$77 ,6,12,7/17/2018,0.41,3,1,0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
