id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
42755216,Spacious green#3,50605633861,unconfirmed,Andre,Brooklyn,East Flatbush,40.65587,-73.94187,United States,US,True,moderate,Private room,2011,$973 ,$195 ,3,0.0,,,4,4,332,,
42755768,BedStuy Private Room (D5),33675772284,unconfirmed,Linda,Brooklyn,Bedford-Stuyvesant,40.6914,-73.93046,United States,US,True,flexible,Private room,2018,"$1,199 ",$240 ,2,11.0,6/30/2019,4.23,4,8,254,,
42756321,Camping/Glamping in NYC!,49793935419,verified,Liz,Bronx,Pelham Gardens,40.863040000000005,-73.84559,United States,US,False,flexible,Entire home/apt,2012,$730 ,$146 ,1,4.0,6/14/2019,2.07,2,1,78,,
42756873,"Cozy Private Room, Walking Distance From LGA, Rm 4",16239995908,unconfirmed,Zahir,Queens,East Elmhurst,40.769459999999995,-73.87138,United States,US,True,flexible,Private room,2012,"$1,043 ",$209 ,1,24.0,6/20/2019,7.13,3,5,168,,
42757425,Two-Level Garden Apartment in the Heart of Harlem,25307671154,unconfirmed,Mike,Manhattan,East Harlem,40.80622,-73.94171,United States,US,True,flexible,Entire home/apt,2003,$112 ,$22 ,2,10.0,6/28/2019,3.75,5,1,0,,
42757978,U W S Sunny Queen size bedroom near Columbia UNI*,53671690223,verified,David,Manhattan,Upper West Side,40.79658,-73.96118,United States,US,True,strict,Private room,2020,$873 ,$175 ,1,8.0,6/14/2019,2.64,5,2,75,,
42758530,"Cozy Private Room, Walking Distance From LGA, Rm 5",31381414211,verified,Zahir,Queens,East Elmhurst,40.770509999999994,-73.87344,United States,US,False,moderate,Private room,2007,$77 ,$15 ,1,22.0,6/19/2019,6.47,3,5,162,,
42759082,In Times Square Cozy Shared Female Apt,97108022246,verified,Demir,Manhattan,Hell's Kitchen,40.764590000000005,-73.9888,United States,US,True,moderate,Shared room,2004,$509 ,$102 ,1,10.0,6/23/2019,2.91,2,3,358,,
42759634,"Cozy, Shared Apt in Manhattan only For Female",76179443272,verified,Demir,Manhattan,Hell's Kitchen,40.76251,-73.98871,United States,US,False,strict,Shared room,2008,"$1,105 ",$221 ,1,7.0,5/30/2019,2.04,4,3,362,,
42760187,"Cozy Private Room, Walking Distance From LGA, Rm 6",87355742509,verified,Zahir,Queens,East Elmhurst,40.77102,-73.87286999999999,United States,US,True,strict,Private room,2007,$902 ,$180 ,1,42.0,6/24/2019,12.12,3,5,153,,
42760739,Gorgeous Lower Manhattan studio for summer sublet,53224568556,unconfirmed,Royi,Manhattan,Financial District,40.70613,-74.01583000000001,United States,US,False,flexible,Entire home/apt,2014,$962 ,$192 ,35,0.0,,,4,1,105,,
42761291,West village quiet and stylish large 1 bedroom,13728127937,verified,Jessy,Manhattan,West Village,40.7366,-74.00619,United States,US,True,moderate,Entire home/apt,2014,$438 ,$88 ,7,0.0,,,5,1,0,,
42761844,Quiet Room in 3bed apt. Near Grand Central. NYC,98582078502,unconfirmed,Nico,Manhattan,Midtown,40.745259999999995,-73.98163000000001,United States,US,False,strict,Private room,2012,$941 ,$188 ,30,1.0,5/30/2019,0.75,4,1,0,,
42762396,Charming 2BR/2BA on Upper West Side,76228509093,unconfirmed,Erin,Manhattan,Upper West Side,40.80273,-73.96386,United States,US,True,flexible,Entire home/apt,2016,$175 ,$35 ,1,4.0,6/23/2019,1.4,3,1,4,,
42762948,Cozy kosher home for your stay in NYC,62689165481,verified,Ari,Brooklyn,Sheepshead Bay,40.60165,-73.96299,United States,US,True,moderate,Private room,2021,$428 ,$86 ,1,3.0,5/12/2019,1.15,3,1,0,,
42763501,Manhattan XTRA space & luxury for 12. Free Parking,2907759321,verified,Joe,Manhattan,Washington Heights,40.8357,-73.94234,United States,US,True,strict,Entire home/apt,2003,$865 ,$173 ,1,1.0,4/2/2019,0.31,5,5,335,,
42764053,BedStuy Private Room (D8),16872209381,verified,Linda,Brooklyn,Bedford-Stuyvesant,40.69182,-73.92859,United States,US,False,flexible,Private room,2019,$72 ,$14 ,2,9.0,6/30/2019,3.42,5,8,268,,
42764605,Midtown Manhattan great location (Gramacy park),9485986223,verified,Debra,Manhattan,Midtown,40.744820000000004,-73.98366999999999,United States,US,False,flexible,Entire home/apt,2010,$992 ,$198 ,30,1.0,6/22/2019,1.0,3,2,343,,
42765157,Large private bedroom New York,34620908160,verified,Arnaud,Manhattan,East Harlem,40.805640000000004,-73.94198,United States,US,True,moderate,Private room,2006,$435 ,$87 ,2,15.0,7/6/2019,5.29,3,2,292,,
42765710,Sunny apartment on L train in Bushwick/Ridgewood,57748553031,unconfirmed,Nick,Queens,Ridgewood,40.69945,-73.90771,United States,US,True,moderate,Private room,2010,$755 ,$151 ,3,4.0,6/2/2019,1.88,2,1,68,,
42766262,Residence Near JFK (T1F/ TB4),58452872344,verified,Janelle,Queens,Jamaica,40.683240000000005,-73.79169,United States,US,False,strict,Private room,2020,$223 ,$45 ,1,4.0,5/12/2019,1.45,5,3,157,,
42766814,Charming Upper West Side Apartment,70265641305,unconfirmed,Corporate Housing,Manhattan,Upper West Side,40.78536,-73.97543,United States,US,False,moderate,Entire home/apt,2017,$476 ,$95 ,30,0.0,,,2,91,312,,
42767367,Very comfortable  QNS bed judge yourselfg,91872561349,verified,Mohamad,Staten Island,Dongan Hills,40.57857,-74.09151999999999,United States,US,False,flexible,Private room,2015,$428 ,$86 ,1,9.0,5/31/2019,2.62,3,3,35,,
42767919,Large Sunny 3Bedroom Apartment with Office,26945277757,verified,Charn,Brooklyn,Crown Heights,40.66652,-73.93167,United States,US,True,flexible,Entire home/apt,2013,$65 ,$13 ,3,6.0,6/25/2019,2.17,3,1,313,,
42768471,AC Hotel New York Downtown-7 Nights Min,34422454839,verified,Yun,Manhattan,Financial District,40.705690000000004,-74.00403,United States,US,True,moderate,Private room,2010,$531 ,$106 ,7,1.0,5/14/2019,0.53,2,13,365,,
42769024,AC Hotel New York Downtown-7 Nights Min,56857383573,unconfirmed,Yun,Manhattan,Financial District,40.7065,-74.00503,United States,US,True,moderate,Private room,2015,$807 ,$161 ,7,1.0,5/25/2019,0.65,3,13,365,,
42769576,A Brooklyn Launch Pad,58705128509,unconfirmed,John,Brooklyn,Williamsburg,40.70426,-73.94542,United States,US,True,strict,Private room,2022,$531 ,$106 ,1,13.0,6/24/2019,5.13,3,2,76,,
42770128,Four Points by Sheraton New York Downtown-7 Nights,27928263045,unconfirmed,Yun,Manhattan,Financial District,40.70832,-74.00755,United States,US,False,moderate,Private room,2019,$362 ,$72 ,7,1.0,5/17/2019,0.57,3,13,358,,
42770680,feel home,52412964938,verified,Eden,Brooklyn,Brownsville,40.66815,-73.92169,United States,US,False,moderate,Private room,2010,$529 ,$106 ,1,9.0,6/16/2019,2.93,2,2,320,,
42771233,Aloft Manhattan Downtown - Financial District,35252907468,unconfirmed,Yun,Manhattan,Financial District,40.70969,-74.00575,United States,US,True,moderate,Private room,2022,$279 ,$56 ,7,0.0,,,3,13,365,,
42771785,Heart of NYC Full Home! 3Beds.2BR.2Bath. Kitchen.,50569040018,verified,Nicole,Manhattan,Upper West Side,40.79595,-73.97485,United States,US,True,flexible,Entire home/apt,2016,$156 ,$31 ,3,2.0,4/21/2019,0.74,5,1,0,,
42772337,2 Bdrm Apt in Heart of Greenwich Village,75745440160,verified,Jesse,Manhattan,Greenwich Village,40.72882,-74.00089,United States,US,True,flexible,Entire home/apt,2009,$863 ,$173 ,2,6.0,7/7/2019,3.16,5,1,16,,
42772890,"Park Slope,  Brooklyn",20013282802,verified,Randy,Brooklyn,Park Slope,40.67946,-73.97497,United States,US,False,moderate,Entire home/apt,2022,$575 ,$115 ,1,5.0,6/21/2019,2.42,5,1,8,,
42773442,LUXURY APARTMENT,13308783058,verified,Tomasz,Queens,Glendale,40.70467,-73.86108,United States,US,True,strict,Entire home/apt,2008,$792 ,$158 ,10,3.0,5/8/2019,0.93,2,1,178,,
42773994,New York City!! Times Square Home!!!,60089295144,verified,Lucy,Manhattan,Hell's Kitchen,40.76325,-73.98592,United States,US,False,strict,Entire home/apt,2014,$102 ,$20 ,3,3.0,6/11/2019,1.8,2,1,215,,
42774547,Newly renovated garden flat in historic Brooklyn,3014400053,verified,Amber,Brooklyn,Bedford-Stuyvesant,40.68114,-73.92065,United States,US,False,strict,Entire home/apt,2022,"$1,115 ",$223 ,3,4.0,6/18/2019,1.36,4,1,26,,
42775099,Moxy NYC Downtown-7 Nights Min,39011971503,unconfirmed,Yun,Manhattan,Financial District,40.711,-74.00883,United States,US,False,moderate,Private room,2008,$756 ,$151 ,7,4.0,6/15/2019,1.97,5,13,323,,
42775651,"干净卫生的环境房,欢迎订房",82659127334,verified,彼特,Queens,Forest Hills,40.72755,-73.85028,United States,US,False,flexible,Private room,2013,$151 ,$30 ,2,2.0,4/27/2019,0.77,3,1,0,,
42776203,Private 1st Floor with all amenities. Not shared,16128986803,verified,Yogi,Queens,Ozone Park,40.68042,-73.85515,United States,US,False,flexible,Entire home/apt,2003,$306 ,$61 ,3,1.0,4/1/2019,0.3,2,3,53,,
42776756,Aloft Manhattan Downtown-7 Nights Min,42659173629,unconfirmed,Yun,Manhattan,Financial District,40.71086,-74.00746,United States,US,True,moderate,Private room,2004,$286 ,$57 ,7,2.0,5/24/2019,0.95,4,13,358,,
42777308,Four Points by Sheraton New York Downtown-7 Nights,77012523502,verified,Yun,Manhattan,Financial District,40.70712,-74.00609,United States,US,False,flexible,Private room,2014,$671 ,$134 ,7,2.0,5/19/2019,0.81,2,13,344,,
42777860,Four Points by Sheraton New York Downtown-7 Nights,1285422186,verified,Yun,Manhattan,Financial District,40.708420000000004,-74.00519,United States,US,False,strict,Private room,2022,$851 ,$170 ,7,1.0,6/9/2019,1.0,3,13,358,,
42778413,Cozy Williamsburg Bedroom Available,18984638067,unconfirmed,Nathalie,Brooklyn,Williamsburg,40.71606,-73.94093000000001,United States,US,True,flexible,Private room,2008,$571 ,$114 ,7,0.0,,,4,1,13,,
42778965,Aloft Manhattan Downtown - Financial District,63817660580,unconfirmed,Yun,Manhattan,Financial District,40.70922,-74.00571,United States,US,True,moderate,Private room,2013,$775 ,$155 ,7,0.0,,,2,13,365,,
