id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
46566086,Light Filled Quiet UWS studio,73326512951,verified,Lee,Manhattan,Upper West Side,40.79272,-73.97519,United States,US,True,moderate,Entire home/apt,2010,$801 ,$160 ,3,6.0,12/16/2018,0.27,2,1,0,"Please do not let any of the animals outside! Quiet hours are from 10 pm - 6:30 am on weekdays, 11 pm - 8:30 am on weekends. Please be considerate and clean up after yourself in the kitchen and bathroom, as they are shared. We use the shower in the shared bathroom, so we appreciate it if you would refrain from lingering there in the mornings. No smoking allowed anywhere on the premises.",
46566638,"Bright, cozy room 30mins from downtown Manhattan",24164267057,unconfirmed,Naz,Brooklyn,Crown Heights,40.671690000000005,-73.9326,United States,US,True,flexible,Private room,2004,$395 ,$79 ,3,28.0,7/4/2019,1.76,2,1,93,"We hope you will be nice to the dogs, quiet in your comings and goings and respectful of our Eco, vegetarian ways. Please take off your shoes when you come in and clean up after yourself.",
46567191,West Village Haven,49122115003,verified,Joseph,Manhattan,West Village,40.73574,-74.00121,United States,US,False,moderate,Entire home/apt,2005,$526 ,$105 ,14,0.0,,,2,1,341,Please be respectful of my things! I have a lot of stuff that I have collected over the years. Absolutely NO smoking.  This is a really relaxing space and the neighbors are all really cool.  -Pets are allowed,
46567743,Welcome to New York City,10829215726,unconfirmed,Edward,Brooklyn,Bensonhurst,40.60848,-73.97703,United States,US,True,flexible,Entire home/apt,2022,$235 ,$47 ,2,115.0,6/29/2019,4.95,2,1,323,Please be mindful after 23:00 in the kitchen or bathroom.,
46568295,modern duplex in classic brooklyn brownstone,3337074578,unconfirmed,Amy,Brooklyn,Bedford-Stuyvesant,40.681509999999996,-73.94827,United States,US,False,flexible,Entire home/apt,2014,$555 ,$111 ,3,1.0,4/8/2019,0.32,4,1,133,,
46568848,Your home away from home in New York City.,8989220491,verified,Nilufer,Queens,Sunnyside,40.73726,-73.92775,United States,US,True,moderate,Private room,2007,"$1,146 ",$229 ,3,58.0,6/20/2019,2.53,3,3,97,,
46569400,Spacious One Bedroom in Bed-Stuy,27245519659,unconfirmed,Katharina,Brooklyn,Bedford-Stuyvesant,40.690740000000005,-73.93696,United States,US,False,strict,Entire home/apt,2019,$309 ,$62 ,5,6.0,12/30/2018,0.33,3,2,5,1) We live in a quiet neighborhood so no loud noise after 10:00 pm.  2) No outside guests after 10:00 pm. 3) No overnight guests not listed on the reservation.,
46569952,Cozy Hell's Kitchen/ Time Square Apartment- 2 BRM,12693317248,verified,Nivea And Jill,Manhattan,Hell's Kitchen,40.76551,-73.9873,United States,US,False,strict,Entire home/apt,2008,$716 ,$143 ,1,139.0,7/3/2019,5.95,4,1,265,,
46570504,"Charming Bright Astoria Room, close to Ditmar",62260315907,verified,Sol,Queens,Ditmars Steinway,40.77773,-73.90719,United States,US,True,flexible,Private room,2006,$884 ,$177 ,1,3.0,8/15/2017,0.13,5,1,0,No smoking please. Sorry but no pets. No drinking to excess. No drugs. No children or guests under 21. ,
46571057,Sunny private room on Central Park,73081907489,unconfirmed,Chava,Manhattan,East Harlem,40.79629,-73.94913000000001,United States,US,False,moderate,Private room,2016,$492 ,$98 ,7,0.0,,,4,1,0,"All outside doors including door to the backyard are to remain closed and locked at all times.   No smoking in any area including backyard and front porch. Quiet hours are from 10 pm to 8 am. 11:30 on weekend.  No parties or guests allowed in the property other than people who book the room.  No cooking. Cold foods, salads, sandwiches, microwaveable food only.  Clean after yourself.  Lost keys replacement $100 (to replace lock)",
46571609,Charming Luxury Loft near Barclay & Green Building,38946629900,verified,Ashley,Brooklyn,Gowanus,40.67949,-73.98666,United States,US,True,flexible,Entire home/apt,2017,$430 ,$86 ,2,113.0,6/21/2019,5.88,3,2,67,"Check-in and check-out times are flexible. In general, afternoon/evening check-ins and morning/early afternoon check-outs are preferred. Guests are expected to be respectful and independent.  Guests are welcome to use the kitchen, and are asked to clean up after themselves.",
46572161,Brooklyn in the house Private Apt Midwood Q subway,12790801998,unconfirmed,Kenneth,Brooklyn,Sheepshead Bay,40.60954,-73.95966,United States,US,False,flexible,Entire home/apt,2009,$911 ,$182 ,4,5.0,6/22/2019,0.67,2,1,82,,
46572714,FULL BED/Spa Amenities for Sophisticated Travelers,5034638200,verified,Annette C,Brooklyn,Flatlands,40.62187,-73.93079,United States,US,False,strict,Private room,2016,$336 ,$67 ,2,58.0,6/29/2019,2.53,4,3,311,"No smoking inside. Be tidy, we don't have a maid so treat our house like you'd want us to treat yours, simple really. Don't throw a ""rager"". Be respectful.",
46573266,Amazing Studio step away from Time Square/53C,60218014350,verified,Irina,Manhattan,Hell's Kitchen,40.761520000000004,-73.99388,United States,US,True,strict,Entire home/apt,2004,$669 ,$134 ,30,4.0,5/31/2019,0.19,2,20,332,,
46573818,Spacious Brooklyn home 2bdrm near Prospect Park.,87546849791,unconfirmed,David,Brooklyn,Flatbush,40.64844,-73.96726,United States,US,True,flexible,Entire home/apt,2011,$927 ,$185 ,5,4.0,4/24/2019,0.18,3,1,3,THIS IS A NON-SMOKING RESIDENCE. NO Children under the age of 16  Smoking is permitted on the outside front porch deck only. Quiet hours are from 11:00 p.m. - 7:00 a.m. No pets allowed. Be respectful of your neighbors.,
46574371,Enjoy NYC from beautiful and fun Clinton Hill,41507698339,verified,Daniel And Elsa,Brooklyn,Clinton Hill,40.68358,-73.9627,United States,US,False,moderate,Private room,2006,$978 ,$196 ,3,2.0,5/28/2018,0.15,4,1,0,"Shoes are removed at the door to keep the house clean; slippers will be provided.  Guests should be polite, courteous and respectful. Guests seeking to book 5 days or more must have a completed profile, at least three verifications and at least two reviews and/or references.  Exceptions to this policy may be granted individually as warranted.  Please write to inquire. There is no smoking allowed on the property. This is an environmentally friendly home and guests are encouraged to be sensitive to their use of natural resources.  For example, twenty-minute long showers are discouraged.",
46574923,Mezzanine room in Bushwick,65256753966,verified,Lia,Brooklyn,Bushwick,40.68609,-73.91525,United States,US,False,flexible,Private room,2010,"$1,066 ",$213 ,1,5.0,9/5/2017,0.22,2,2,0,"Thanks for not smoking and leaving your pets at home! Thanks for keeping the house locked. Thanks for not throwing parties. And... all of the usual stuff that is just good common sense like using coasters and place mats and returning the apartment to the way it looked when you arrived. There is no parking in the driveway. At the end of your stay, please strip the beds and put the sheets in the pantry or on the bathroom floor. Towels can be put with the sheets. Trash and recycling pick up is on Tuesdays. If you are staying through a Tuesday, please put your garbage and recycling outside in the appropriate barrels Monday night or by 7:00 am on Tuesdays. THANKS!",
46575475,Bright Bohemian living space & bedroom,18752504772,verified,Sadie,Brooklyn,Bedford-Stuyvesant,40.68838,-73.92208000000001,United States,US,True,moderate,Private room,2003,$77 ,$15 ,2,10.0,7/1/2019,0.51,3,2,34,We hope you’ll enjoy our Boston home and that you will care for it as we do. We do not allow pets or smoking in the house.,
46576027,Serene queen sized bedroom,13665347618,verified,Meghan,Brooklyn,Bedford-Stuyvesant,40.68855,-73.95137,United States,US,True,strict,Private room,2015,"$1,116 ",$223 ,2,2.0,1/1/2019,0.2,4,2,0,"Please do not rent this house if you plan to party. This is a quiet house in a quiet neighborhood. Other than that, we are pretty laid back.",
46576580,Bright and Spacious Parkside Apartment,38593011372,unconfirmed,Shean,Brooklyn,Flatbush,40.65198,-73.96078,United States,US,False,strict,Entire home/apt,2018,"$1,134 ",$227 ,3,2.0,1/1/2018,0.11,2,3,311,"Non Smoking, No illicit Drug Usage. Keep loud music to a minimum. Soiled shoes please keel outside. Thank you.",
46577132,Charming & artsy cozy one bedroom Apt.,77039938154,unconfirmed,Natalia,Queens,Maspeth,40.7355,-73.90064,United States,US,True,flexible,Entire home/apt,2020,$442 ,$88 ,3,71.0,5/21/2019,3.08,5,1,285,- Quiet hours from 10 p.m - 7 a.m. - No loud parties or events - No illegal substance or activity,
46577684,"2 bedroom New York, Queens",1659885176,verified,Alba,Queens,Ditmars Steinway,40.78182,-73.91248,United States,US,False,flexible,Entire home/apt,2021,$568 ,$114 ,5,2.0,9/2/2018,0.09,3,1,0,"You will be sharing a bathroom, so you must be considerate of time spent in the bathroom in the morning when getting ready. If you use the kitchen, please put the dirty cups, bowls, plates, and silverware in the dirty dishes tub, and hand wash all of the pots, pans, and cooking tools you use. Please clean up any mess you may have made. Remember to turn on the fan when using the stove or oven so the fire alarm does not go off from the steam! Please only smoke outside, away from the apartment building, and dispose of your cigarettes responsibly. Checkout: Checkout is at 11:00 am, please inquire if you would like to check out later or leave your bags with us for the day. If we are not awake/home when you leave, please leave the passes on the desk in your room, lock the front door behind you, and put your keys in the lock box behind the front stair case.",
46578237,Sunny 1br across from the park,84375377296,verified,Daniel,Manhattan,Morningside Heights,40.807109999999994,-73.95826,United States,US,True,strict,Entire home/apt,2008,$627 ,$125 ,1,1.0,8/20/2017,0.04,5,1,0,"Please only smoke across the street, (smoke travels) there's a lovely green space and a bus shelter if raining Please, no bikes on the fence in front of the house. There's plenty of places to park the bikes. I have a wonderful dog, he's submissive with people, unfortunately aggressive with other dogs. I'm unable to welcome other dogs in the space.",
46578789,Private Room in Artsy space in Bedstuy W/Mini Bar!,36545101208,verified,James,Brooklyn,Bedford-Stuyvesant,40.6867,-73.94211999999999,United States,US,True,flexible,Private room,2022,$346 ,$69 ,3,8.0,11/5/2017,0.34,4,1,0,"No candles. Close and lock windows when you leave the house. Please clean up after yourself in the bathroom and the kitchen. And have fun! If you want to have an event or party, we are open to that, but we should check in about that before you make plans.",
46579341,Newly renovated 2 bedroom with FREE WIFI,68088117878,unconfirmed,Jonathan,Queens,Flushing,40.7612,-73.8214,United States,US,True,strict,Entire home/apt,2014,$581 ,$116 ,1,104.0,6/28/2019,4.44,5,1,90,You have a private room but sounds should be moderate for me and the neighbors  Quiet at 11pm   No Pets  No Parties  No Smoking,
46579894,Williamsburg Apt: Near Train & Close to Waterfront,43969619041,unconfirmed,Charles,Brooklyn,Williamsburg,40.71389,-73.95103,United States,US,True,strict,Private room,2019,"$1,163 ",$233 ,7,19.0,5/31/2019,0.85,5,2,151,"Maximum of 2 guests staying in the studio.  No smoking anywhere in or outside the property.  No pets anywhere in or outside the property.  No parties anywhere in or outside the property.  No parking on our property or in the driveways.  No frying food.  No extreme temperature settings.   Any broken house rules, including evidence of cigarette butts, ashes, odors, stained linens, damaged furniture, or missing items will result in loss of deposit. All doors must be locked, and all lights should be turned off each time you leave. We kindly ask that you respect our property and our neighbors in this wonderful community.",
46580446,Large bedroom in shared apartment - Short term,81556393510,verified,Eugenio,Queens,Astoria,40.7641,-73.91879,United States,US,False,strict,Private room,2015,"$1,079 ",$216 ,2,1.0,1/2/2018,0.05,5,1,0,"1.Check-ins Monday – Friday will preferably only happen between 6pm – 10:30pm because we work full-time. However, exceptions can be made. If you really need to check in at another time we are flexible and can try to coordinate accordingly.   2.We are only renting the bottom floor where the private room and bathroom is. The rest of the house is off limits for short stays. If you are staying for more than 1 week and would like to have access to cooking and other areas of the house please let us know. We are pretty easy going.  3.No smoking, No animals, No house parties.  4.The maximum number of guests allowed in this room is two. (Both have to be registered on the original reservation). Surprise additional guests are not allowed.  5.We are trustworthy, clean and respectful and expect our guests to be the same.  6.This is a calm, quiet neighborhood, so we ask that guests please adjust their volumes accordingly.  7.I ask that guests leave rooms the same way they found them, making sure to ",
46580998,Crown Heights Apartment,1710211811,verified,Meredith,Brooklyn,Crown Heights,40.67423,-73.95737,United States,US,False,strict,Entire home/apt,2009,$891 ,$178 ,2,31.0,4/25/2019,1.36,5,1,4,"We live on the 3rd floor of a 3-family house, so please minimize noise for our neighbors, especially at night and when entering or exiting.  Our bedroom and office are not for guest use.",
46581550,"Relaxing, White Room in Upper Manhattan w/ rooftop",86196354834,unconfirmed,Hannah,Manhattan,Harlem,40.83082,-73.94677,United States,US,True,strict,Private room,2009,$664 ,$133 ,4,2.0,4/24/2019,0.11,2,2,13,"Please clean after yourself, wipe spilled water after using the bathroom, do not smoke in the apartment and treat the place as you would treat your home! Please let us know about pets or service animals in advance.",
