id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
25026386,Dollhouse Studio,12367471933,unconfirmed,Anthony,Brooklyn,Bedford-Stuyvesant,40.69539,-73.94399,United States,US,False,moderate,Private room,2009,$102 ,$20 ,2,3,7/3/2019,2.43,5,1,96,"We expect our guests to be honest, to treat our property with respect, and to leave the apartment as clean (relatively) as when they arrived.",
25026938,"Cozy, Comfy, Clean Mondern 2-Story Condo",93683289865,unconfirmed,Shawn,Brooklyn,Bushwick,40.69833,-73.93463,United States,US,True,moderate,Entire home/apt,2015,$962 ,$192 ,1,5,6/16/2019,1.9,3,1,264,1. No parties. 2. Respect the neighbors.  Noise level needs to stay low. 3. Keep feet on the porch when outside. 4. Clean any dishes you use. Not a good set up for children (0 - 13).,
25027491,"WHOLE APARTMENT, 15 MINUTES TO MANHATTAN",84513034276,unconfirmed,Ero,Queens,Ditmars Steinway,40.7786,-73.91031,United States,US,False,strict,Entire home/apt,2014,$163 ,$33 ,15,0,,,5,2,0,"1. Guests should be considerate of the other roommates in the apartment. The other roommates are all great/friendly/easy-going people, so there shouldn't be an issue! 2. I expect guests to clean up after themselves, especially in the kitchen and bathroom since those are communal areas.  3. I would prefer if guests did not invite their own guests or throw any events without the consent of the other roommates 4. Obviously, I would like the guest to be respectful of the furniture and make sure they do not damage/break any property that is not theirs 5. The guest cannot be a smoker or expect to do any illicit drugs while staying the apartment",
25028043,1 & 1/2 Bd Garden apt around corner from river,72565680918,verified,Alourdes,Manhattan,Washington Heights,40.83591,-73.94586,United States,US,True,strict,Entire home/apt,2019,$173 ,$35 ,5,0,,,3,1,83,,
25028595,comfortable & cozy qns size bed Feel it yourself,13510642024,unconfirmed,Mohamad,Staten Island,Dongan Hills,40.5788,-74.09155,United States,US,True,moderate,Private room,2020,"$1,051 ",$210 ,1,7,7/4/2019,2.66,3,3,310,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
25029148,Luxury 3 Double-Bed Park Slope Apt Steps from Park,43239309301,verified,Kate,Brooklyn,Park Slope,40.66815,-73.97766999999999,United States,US,True,strict,Entire home/apt,2009,$790 ,$158 ,5,0,,,5,1,22,"HELP US AVOID MAKE-UP STAINS:  Dear Guest, For make-up removal, if needed, kindly use the small face towels, and not our large white towels. Thanks for being considerate!",
25029700,Brooklyn Bliss 2,67993554948,unconfirmed,Lawanne,Brooklyn,East Flatbush,40.64578,-73.94756,United States,US,False,strict,Private room,2010,$772 ,$154 ,2,7,7/1/2019,4.12,3,4,361,"Overall please treat the apartment as you would you own home, Keeping it as clean and tidy as you found it.  Please clean up before checking out. Any major clean-up service required may be deducted from the deposit.  No Loud / Large Parties .  Please include the number of people who will be staying before you reserve this apartment. No extra guests other than the maximum 3 allowed who booked  All smoking should be done outside, as this is a smoke free enviroment.",
25030252,Brooklyn Bliss 3,32615940371,unconfirmed,Lawanne,Brooklyn,East Flatbush,40.64423,-73.94683,United States,US,False,moderate,Private room,2004,$953 ,$191 ,2,2,6/24/2019,2.0,2,4,356,No Drugs Respect the Neighbourhood No excess Noise Smoking allowed Drinking allowed Pets allowed Keep the house clean Respect your roommates Wash your own utensils if used,
25030804,,82173770967,unconfirmed,Justus,Manhattan,Harlem,40.82437,-73.95026999999999,United States,US,True,flexible,Private room,2019,$666 ,$133 ,1,0,,,4,1,83,"HELP US AVOID MAKE-UP STAINS: Dear Guest, For make-up removal, if needed, kindly use the small face towels, and not our large white towels. Thanks for being considerate!",
25031357,Cozy and sunny 2 bedroom apartment,62221625189,unconfirmed,Angie,Manhattan,Upper West Side,40.800090000000004,-73.96218,United States,US,True,flexible,Entire home/apt,2004,$840 ,$168 ,14,0,,,3,1,2,BUILDING IS RESIDENTIAL. DOCTORS AND NURSES WHO WORK LONG HOURS ARE THE PRIMARY TENANTS OF THIS BUILDING SO RESPECTFUL NOISE LEVELS DURING 10PM-7AM ARE A MUST.,
25031909,Time Square 2 bedroom apt,47835743756,verified,Sam,Manhattan,Hell's Kitchen,40.75923,-73.99233000000001,United States,US,True,strict,Entire home/apt,2009,$566 ,$113 ,4,2,6/19/2019,0.77,2,1,44,"74 Melrose House Rules *Be sure to contact us for key instructions* We request that you please be respectful of all furniture, appliances, and all other belongings within the apartment. Please make sure to turn off all lights and appliances, including A/C and Heat when you leave the apartment and follow the trash rules ~ every bit of saving helps us provide affordable and comfortable living space to everyone.  Trash can be put outside in front of the building on the curb  Sunday and Thursday nights at 5 PM  or later it will be picked up early the following mornings. All insurance and liability including accidents - inside or outside the apartment - health, short-term cancellations and / or guest's belongings is the guest's responsibility. The entire building is non - smoking so please no smoking on the property or in any of the units.    62 Melrose General Information We offer digital cable TV, DVD and high speed Internet. We will send internet information in a separate email.   For yo",
25032461,Timbuktu suits Bamako,89196880834,verified,Dieudonne,Bronx,Longwood,40.82639,-73.90517,United States,US,True,flexible,Entire home/apt,2020,"$1,023 ",$205 ,2,0,,,3,2,0,,
25033014,Comfortable Bedroom in Cute Boerum Hill Area,19059264751,unconfirmed,Carter,Brooklyn,Boerum Hill,40.68619,-73.98719,United States,US,True,strict,Private room,2014,$175 ,$35 ,4,2,5/12/2019,0.76,3,1,0,#NAME?,
25033566,One bedroom apartment in the heart of astoria,76855413678,verified,Francesca,Queens,Astoria,40.75737,-73.91669,United States,US,False,strict,Entire home/apt,2021,$824 ,$165 ,14,1,6/30/2019,1.0,2,1,77,#NAME?,
25034118,Cozy apartment by Central Park,68063319774,verified,Erik,Manhattan,Hell's Kitchen,40.76473,-73.99003,United States,US,False,strict,Shared room,2014,$137 ,$27 ,1,8,7/3/2019,2.7,2,9,347,,
25034671,Cozy apartment by Central Park,89900672743,verified,Erik,Manhattan,Hell's Kitchen,40.76449,-73.99107,United States,US,True,strict,Shared room,2005,$739 ,$148 ,1,14,6/20/2019,4.62,3,9,349,"Just treat the place like it is your own, not damaging anything, keeping it clean & organized, and not being loud.  NO PARTIES! as this is a private residence.  Other than that, enjoy everything in the house. NO SMOKING inside or outside the building!",
