id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
24695006,Charming and Luxury 1 Bedroom Apartment,39344713139,verified,Taylor,Manhattan,Chelsea,40.743,-74.00135999999999,United States,US,True,moderate,Entire home/apt,2015,"$1,085 ",$217 ,2,2,7/1/2019,1.22,5,1,363,"Please treat my place as your own. Turn off the lights, AC, fan, etc when you leave the apartment, and wash any kitchenware and dishes that you've used. Put used towels on the floor, so that I now they've been used.",
24695558,Spectacular apartment in Astoria near everywhere,77962827724,unconfirmed,Jose,Queens,Ditmars Steinway,40.78096,-73.91282,United States,US,False,strict,Private room,2014,$110 ,$22 ,2,0,,,3,1,0,"Share our house as a guest, don't worry about cost of snacks or an occasional beer. No smoking. Please consult first if you will be traveling with small children. We try to keep the space clean and ask everyone to remove their shoes in the appartment and be respectful to everyone.",
24696111,"Room with own living room, 1 stop from Manhattan",9278049352,verified,Laura,Brooklyn,Fort Greene,40.694379999999995,-73.9712,United States,US,False,moderate,Private room,2013,$714 ,$143 ,12,0,,,5,1,44,,
24696663,Brand new 2 bedroom apartment near yankee stadium,71603227150,verified,Nanyuma,Bronx,Concourse Village,40.83251,-73.91216999999999,United States,US,True,flexible,Private room,2018,$954 ,$191 ,1,0,,,5,1,365,"Guest should do there dishes and clean after themselves. No alcohol, No drugs, No party's and most important Don't Disturb other guests!",
24697215,Lovely bedroom in Brooklyn,78114392399,unconfirmed,Justin & Lilo,Brooklyn,Bedford-Stuyvesant,40.68797,-73.95439,United States,US,False,strict,Private room,2018,$833 ,$167 ,1,21,6/30/2019,7.5,5,1,114,"Please be respectul of other occupants of the apartment. This means: no smoking indoors, no parties, and cleaning up after yourself.",
24697768,UPPER WEST SIDE:Renovated Private Spacious Rm & BR,92112431568,unconfirmed,Michael,Manhattan,Upper West Side,40.7852,-73.9714,United States,US,False,strict,Private room,2020,$736 ,$147 ,2,8,6/23/2019,2.58,2,3,344,,
24698320,Bright Top Floor + Private Terrace in Williamsburg,67637662692,unconfirmed,Brandon & Caitlyn,Brooklyn,Williamsburg,40.71419,-73.94138000000001,United States,US,True,strict,Private room,2014,$942 ,$188 ,2,7,6/29/2019,2.66,3,1,48,,
24698872,Quiet Studio with Balcony near Central Park,76501541808,verified,Brigitte,Manhattan,Upper West Side,40.78687,-73.97428000000001,United States,US,False,flexible,Entire home/apt,2010,$932 ,$186 ,2,1,5/26/2019,0.68,4,1,2,,
24699424,Spacious 1BR on W 72nd! A dream UWS location!,49916866933,verified,Samantha,Manhattan,Upper West Side,40.77884,-73.98591,United States,US,True,flexible,Entire home/apt,2016,"$1,178 ",$236 ,5,7,6/18/2019,2.5,4,1,10,"Please try to make less noise when talking, moving suitcases in your room as the house has very little sound barrier. The stairs makes a lot of noise when people walk fast, please be considered. The guest must be a non-smoker and his/her clothes should not smell of smoke. No smoking inside/outside.  Use of cologne/perfume/other product with noticeable scent/ sprays are not allowed in or out of the house. Trash has to be separated from recycle. No trash may be put in any containers outside of the house. If you unable to separate the trash, at least, please be considered and don't mix recycles with food or personal product waist. Single use plastic bags should not be taking from the store: you will get your personal fordable reusable bag and may keep it. Please use other resources conservatively and be conscience about the impact on the environment. We all share this planet. Don't give this mailing address to anyone before confirming by email First offense address sharing $200, and every",
24699977,THIES IN HARLEM .,58638713452,verified,Cheikh,Manhattan,Harlem,40.81323,-73.9422,United States,US,False,strict,Entire home/apt,2005,$755 ,$151 ,1,8,6/23/2019,2.58,2,1,53,1. guest should do the dishes by themselves. 2. late check out will be charged $30 from your deposit.,
24700529,Luxury redefined: Splendid sleep in the skies,37198092908,unconfirmed,May,Manhattan,Hell's Kitchen,40.75908,-73.9938,United States,US,False,moderate,Entire home/apt,2014,$459 ,$92 ,5,4,7/6/2019,2.73,2,1,167,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",
24701081,Spacious Artistic 1 Bedroom Loft & High Ceilings,16625996464,verified,Jonathan,Brooklyn,Williamsburg,40.70694,-73.94176,United States,US,True,strict,Private room,2020,$157 ,$31 ,2,3,4/7/2019,0.9,3,1,0,"House Rules 1. All bookings made at least a week before check in are fully refundable if cancelled within 24 hours of booking. After this, you will receive a 50% refund if you cancel at least 7 days before the start of your trip. 2. Check-in time is any time after 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  3. All bookings require a security deposit of at least $300. 4. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in, we'll need a photo of your ID.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in most of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. I",
24701634,Private Bathroom & Private Bedroom in Clinton Hill,72750765042,verified,Vincent,Brooklyn,Bedford-Stuyvesant,40.68073,-73.95749,United States,US,False,moderate,Private room,2006,$241 ,$48 ,180,0,,,2,1,85,,
24702186,Alphabet Place II by (Hidden by Airbnb),77218670061,unconfirmed,Sally,Manhattan,East Village,40.72905,-73.97797,United States,US,False,flexible,Entire home/apt,2006,$844 ,$169 ,1,0,,,2,12,0,Please take off your shoes outside of house. Keep clean in the kitchen and bathroom. This room is only for one person. ,
24702738,Chic renovated historic 1BR with garden,20079204716,verified,Nathan,Brooklyn,Crown Heights,40.67318,-73.95566,United States,US,False,moderate,Entire home/apt,2003,"$1,012 ",$202 ,4,4,7/7/2019,1.29,2,1,11,"Please expect to share the apartment with guests having various backgrounds. Be respectful and decent, also enjoy interacting with each other. Please dress descent in the house especially in and out of the shower.",
24703291,Spacious 2bd apt in the heart of Manhattan,25016399019,unconfirmed,Guy,Manhattan,East Harlem,40.7854,-73.94981,United States,US,False,flexible,Entire home/apt,2011,$810 ,$162 ,2,3,4/21/2019,0.97,4,1,188,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",
24703843,Soho Loft III by (Hidden by Airbnb),91624143866,verified,Sally,Manhattan,SoHo,40.72525,-74.00142,United States,US,True,flexible,Entire home/apt,2007,$94 ,$19 ,1,0,,,3,12,23,"You are free to help yourself to the cereal, milk, granola, and juice on the top shelf.  We won't be home to make breakfast but you are welcome to enjoy the pre-made items.  Everything should be on the top shelf.",
24704395,"SKY VIEW 1 BEDROOM, 1 MIN TO SUBWAY",40453390348,verified,Vivivn,Queens,Long Island City,40.746970000000005,-73.94131,United States,US,False,flexible,Entire home/apt,2021,$379 ,$76 ,4,0,,,4,1,0,Shoes off when in the house. No smoking inside. Try to keep it quiet.,
24704947,Our place in Williamsburg,95053108375,verified,Adi,Brooklyn,Williamsburg,40.708040000000004,-73.94868000000001,United States,US,True,flexible,Entire home/apt,2015,$278 ,$56 ,5,2,6/14/2019,0.67,4,1,0,,
24705500,"Specious light room near Broadway(M,J, L,G trains)",81715187324,unconfirmed,Sergii,Brooklyn,Bushwick,40.700309999999995,-73.94077,United States,US,False,strict,Shared room,2003,$328 ,$66 ,30,0,,,5,14,311,"Do not break anything, leave it the way you found it (or better), do not steal anything. Have fun, have guests and have a good time.",
