id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
9120146,Walking distance  to LaGuardia airport,53419750135,unconfirmed,Maya,Queens,East Elmhurst,40.77107,-73.87559,United States,US,True,flexible,Private room,2006,$854 ,$171 ,1,412,7/1/2019,10.19,1,5,64,Please be mindful in the kitchen and bathroom after 23:00.,
9120698,Hells Kitchen 3 Bedroom,13968629740,unconfirmed,Corporate Housing,Manhattan,Hell's Kitchen,40.76406,-73.991,United States,US,False,moderate,Entire home/apt,2012,$61 ,$12 ,30,3,11/30/2018,0.08,3,91,373,"In fairness to the other owners who live on the 1st and 3rd floors, it will be important to keep noise to a respectful volume. No house parties allowed. No smoking on the premises. No pets allowed. No open flames (candles of any kind) allowed. Do not use back stairs off of balcony/deck, enter and exit balcony through TV room only, when sitting outside. Back stairs are meant to be used as an emergency egress only in the event of a fire should the main egress become blocked.",
9121251,Luxury One Bedroom in Manhattan,77017898904,verified,Jibari,Manhattan,Harlem,40.83122,-73.94475,United States,US,True,moderate,Shared room,2017,$995 ,$199 ,1,67,7/6/2019,1.65,4,1,30,Yes try to be quite for other tenants and roommates so nothing to loud and be respectful. Be clean!,
9121803,Luxurious SOHO 2 Bedroom,63410457293,unconfirmed,Corporate Housing,Manhattan,Little Italy,40.719570000000004,-73.99573000000001,United States,US,True,flexible,Entire home/apt,2010,$970 ,$194 ,30,3,7/31/2018,0.16,1,91,47,"- House Rules  Wifi Network: NotYours and NotYours_2EXT Password: Notyours69  Welcome to Jamaica Plain! We are located centrally with easy access to the Green Street T stop on the Orange Line. There is on street parking if needed. Street cleaning takes place at 8:00am the first and third Monday of every month, DO NOT PARK ON GREEN STREET on the first or third Monday or you risk the pleasure of ticketing and TOWING :(   You are a guest in our condo, make yourself at home but please respect it as you would the home of a very tidy friend. Help yourself to tea & coffee.  **No shoes in the condo!   **Please water plants every 2-3 days, yellow watering can is behind couch.  **Buzzer is self- explanatory.   **No smoking!!  **Smoke alarms have reset buttons if needed  **Please turn off or set the AC to 75 when you leave.   **The front door of the building needs to be pulled firmly shut to close, please be sure you close it behind you when you enter & exit.  **Please be respectful of our neighb",
9122355,Brand New Luxurious 1 BR - Outdoor Space,14643563797,verified,Corporate Housing,Manhattan,Kips Bay,40.74053,-73.97906,United States,US,True,moderate,Entire home/apt,2021,$727 ,$145 ,30,7,4/15/2019,0.2,3,91,125,"No smoking, drugs, loud volume, loud partying please. No outdoor shoes inside the house please, indoor slippers are provided. Please help me keep the place clean and organized by cleaning up after yourself, thank you.",
9122908,Amazing view from a private roof!,10650803116,unconfirmed,Reina,Brooklyn,Windsor Terrace,40.65959,-73.98222,United States,US,True,moderate,Private room,2011,$345 ,$69 ,1,208,7/4/2019,5.28,2,7,109,#NAME?,
9123460,Great! Private Room in Sunnyside,59427976911,verified,Martin,Queens,Sunnyside,40.7364,-73.91923,United States,US,False,moderate,Private room,2013,$187 ,$37 ,1,36,6/13/2019,0.99,3,8,377,This is a non smoking house.  Quiet hours are from 10pm until 8am.  Cars must be parked within fence so as not to block neighbors driveway.  One parking spot only per room. Please don't use the kitchen for cooking as cleanliness becomes difficult to maintain with the velocity of guests that we host. We welcome you to have breakfast at your leisure.  Please place dirty dishes in the dishwasher unless it’s full of clean dishes!We look forward to having you! Boston is a terrific city and we are walking distance to public transportation and many wonderful shops and restaurants.  Check out our reviews.,
9124012,Best Neighborhood in Brooklyn!,46042092206,verified,Stefan,Brooklyn,Cobble Hill,40.68874,-73.99525,United States,US,True,moderate,Private room,2016,$307 ,$61 ,2,46,6/22/2019,1.15,3,1,302,Cleaning fee only applies to stays under 4 nights.  4 nights or more I pay the fee.  Monthly stays do have to also pay a cleaning fee.,
9124564,Prvt Bedroom in Brooklyn Brownstone,19535600233,verified,Lisa,Brooklyn,Fort Greene,40.68465,-73.97069,United States,US,True,moderate,Private room,2008,$852 ,$170 ,60,2,8/21/2018,0.09,1,2,59,"Since I go to bed early (I'm a public school teacher), I ask that you keep noise down after 9:30 p.m. on weeknights. The family upstairs would appreciate this as well. Also please let me know if you're planning to have anyone else come over. No pets, no smoking/drugs, be clean, etc.",
9125117,Newly Furnished 1BD Near Train!,86033039295,verified,Frankie,Queens,Ditmars Steinway,40.77536,-73.90781,United States,US,True,flexible,Entire home/apt,2021,$245 ,$49 ,1,268,6/29/2019,6.78,5,1,120,"Please treat our home like you would your own family's! AGREEMENT This Lease Agreement (the “Agreement"") is made by and between Airbnb host (“Homeowner"") and (“Guest"") as of the date last set forth on the agreement made via airbnb. For good and valuable consideration, the sufficiency of which is acknowledged, the parties hereby agree as follows: 1. Property: The property address will be disclosed at time of booking. 2. Rental Party: The rental party shall consist of Adults and Children (under age 18). The maximum number of guests is limited to 2 persons.  3. Term of the Lease. The lease begins at 3:00 p.m. on (the “Check-in Date"") and ends at 10:00 a.m. on (the “Check-out Date""). No refunds are issued for late check-in or early departure. 4. Rental Rate and Fees.  As listed in the Airbnb reservation system and subject to change. Refer to the official reservation for details. 5. Security Deposit. The Security Deposit is required to protect Homeowner from loss or damage to the Property, ",
9125669,Astoria Suite - 20min to Manhattan,76699560819,verified,Funda,Queens,Ditmars Steinway,40.771229999999996,-73.90932,United States,US,True,moderate,Private room,2005,$77 ,$15 ,1,107,6/9/2019,2.67,1,5,366,"- Maximum number of guests at any time is 2 adults - No cigarette smoking inside - Please do not take food/beverages unless otherwise noted (but you can use any equipment in the kitchen) - Pets may be accepted on a case by case basis for an additional fee (Note that we have one cat and one (large, chill) therapy dog)",
9126221,Warm and cozy,50450322462,unconfirmed,常春,Manhattan,Washington Heights,40.83463,-73.94,United States,US,False,flexible,Shared room,2004,$707 ,$141 ,1,32,11/15/2018,0.83,2,3,42,"Since you will be living in my own residence, I expect that you take care and keep the common areas cleaned and neat.",
9126774,Upper East Side cozy private room,51478295567,unconfirmed,Sara,Manhattan,Upper East Side,40.7687,-73.95705,United States,US,False,moderate,Private room,2007,$513 ,$103 ,2,11,4/17/2017,0.31,1,1,317,"I feel very responsible and accountable for your needs and comfort while you stay at my home... I will go above and beyond for you!  That being said -- I do not charge hotel pricing for a reason. Hotels allow for 24 hour on call service, if you lock yourself out or are having trouble with something... a hotel front desk can help immediately. Your $300 a night for a hotel in Boston covers that.... I am charging almost a 10th of that for this room. I have my own business, clients, and social obligations to attend to. If you lock yourself out or have some other issue, of course I will come help you, but its important to understand that it will not be immediate. I will do my best to get back to the house as quickly as possible. ***IMPORTANT** I'd rather save you all the money and trust you to be independent / responsible guests... than to charge you for my 24 hour support! So please -- keep your keys on hand and in sight, keep the room clean, and maintain healthy choices while in my space ",
9127326,Spacious One Bedroom Apartment,90449348179,verified,Alanna,Brooklyn,East Flatbush,40.64583,-73.94693000000001,United States,US,True,flexible,Entire home/apt,2008,$214 ,$43 ,3,5,1/2/2017,0.14,5,1,268,"No smoking  Not suitable for pets  No parties or events  Check-in time is after 2pm Quiet hours: 10pm-8am - Please refrain from loud noise after 10pm as this is a family neighborhood. Music and voices from the upper deck carries down the block. We enforce a loss of deposit if there are noise complaints. - No parties. Although we want your group to have tons of fun, additional unnamed guests at a party will result in a 100% loss of deposit. AGREEMENT This Lease Agreement (the “Agreement"") is made by and between Airbnb host (“Homeowner"") and (“Guest"") as of the date last set forth on the agreement made via the (website hidden). For good and valuable consideration, the sufficiency of which is acknowledged, the parties hereby agree as follows: 1. Property. The property address will be disclosed at time of booking. 2. Rental Party. The rental party shall consist of Adults and Children (under age 18). The maximum number of guests is limited to 4 persons. Additional guests staying the night b",
9127878,Prospect Heights Three Bedroom,55901632552,verified,Christopher,Brooklyn,Crown Heights,40.67815,-73.96231999999999,United States,US,False,flexible,Entire home/apt,2020,$588 ,$118 ,1,0,,,5,1,159,,
9128431,"Sunny, enchanting, spacious bedroom",85048613056,verified,Elena,Manhattan,Washington Heights,40.84398,-73.94064,United States,US,True,flexible,Private room,2009,$143 ,$29 ,4,2,5/22/2017,0.05,1,2,364,"The usual ""social code"": There are three of us altogether in the apartment -- myself and two others, usually housemates, though one of the bedrooms may also be occupied by another guest -- so use of the bathroom should be considerate of others' needs as well.  Quiet is appreciated before 8:00 AM and after 10:00 PM.  You are more than welcome to use the kitchen for preparing food; I would ask only that you leave it in the condition you would wish to find it.  Smoking allowed on deck. *Good communication is essential to ensure everyone is contented.",
9128983,Fully furniture huge room in great apt,66850407685,unconfirmed,Carmel,Bronx,Riverdale,40.9008,-73.90639,United States,US,True,strict,Private room,2022,$945 ,$189 ,6,2,1/1/2017,0.05,3,1,67,Please be respectful of my things! I have a lot of stuff that I have collected over the years. Absolutely NO smoking.  This is a really relaxing space and the neighbors are all really cool.  -Pets are allowed,
9129535,"Luxurious, sunny 2-bedroom apt.",75459458834,verified,Elena,Manhattan,Washington Heights,40.84326,-73.93901,United States,US,False,moderate,Entire home/apt,2016,$561 ,$112 ,14,1,5/23/2016,0.03,4,2,275,-Quiet hours after 10 pm -Lock the front door when exiting and entering the property,
9130087,Spacious Art Duplex: 4 Full Beds + 3 BR + 3 Bath,97698457034,unconfirmed,Emily & Joseph,Brooklyn,Bushwick,40.698679999999996,-73.93518,United States,US,True,strict,Entire home/apt,2014,$84 ,$17 ,3,75,6/17/2019,1.94,2,1,199,"No smoking, drugs, lighting candles, or campfires on the bed. (ha!) We aren't going to tell you not to drink alcohol (we're not your mom), but it would be great if you wouldn't come in super drunk, knock on our neighbor's doors, knock over a ton of our stuff, freak out our dog, and throw up everywhere. Please remove your shoes indoors. Boston streets are pretty gross. Please do not bring your friends into the home. We are sure they're lovely people, but we don't know who they are! We are generally in bed by 10:30 pm on weeknights. You are absolutely welcome to come and go at any time of the night, just try to keep things quiet for the sake of everyone in the building. If you need anything, like a hair dryer or toiletries, please don't hesitate to ask! We are very happy to share (within reason, of course).",
