id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
51702476,Bushwick Hideaway (Studio),61686950338,verified,Mark,Brooklyn,Bushwick,40.69709,-73.93103,United States,US,True,moderate,Entire home/apt,2006,$474 ,$95 ,3,76.0,6/24/2019,2.8,2,1,9,Please no loud music or smoking in the courtyard. You can smoke in the house by the window if you need to. Pets are allowed if you have references in your profile.,
51703028,Studio Apartment in Flatiron District,55160860465,verified,Ashley,Manhattan,Greenwich Village,40.73523,-73.99465,United States,US,True,strict,Entire home/apt,2017,"$1,088 ",$218 ,3,2.0,4/18/2017,0.07,4,1,365,,
51703581,"Astoria close to JFK,Laguardia airport, Manhattan",96363837883,unconfirmed,Simone,Queens,Astoria,40.76505,-73.90918,United States,US,True,moderate,Private room,2007,$641 ,$128 ,1,161.0,7/2/2019,5.74,5,3,365,"Please remember that this is a residential building. All building rules, hotel occupancy restrictions, and year-round tenants must be respected.",
51704133,Quiet private room near Columbia University,73618889403,unconfirmed,Andrea,Manhattan,Harlem,40.822790000000005,-73.9517,United States,US,True,strict,Private room,2008,$405 ,$81 ,2,72.0,6/25/2019,2.59,2,1,160,"Generally, we prefer that guests treat our home as a friends house, rather than a hotel. - Quiet hours are 11pm to 7am - Feel free to partake in our electric tea kettle, K-Cup machine and espresso machine -Food left on the kitchen island is for guests to enjoy! - Feel free to use the kitchen, but kindly wash your dishes  - No pets - There is usually somebody home if you have a question or something that needs addressing, just give us a knock!   - Please let us know if there's anything we can do to improve your stay with us :)",
51704685,Amazing Loft. Great light and view!,88314701525,verified,Malik,Brooklyn,Park Slope,40.68233,-73.97778000000001,United States,US,True,flexible,Entire home/apt,2004,$207 ,$41 ,3,2.0,4/18/2017,0.07,3,1,0,,
51705238,Full Brownstone Near Prospect Park,31729096502,verified,Tim,Brooklyn,Prospect-Lefferts Gardens,40.65598,-73.95831,United States,US,True,strict,Entire home/apt,2005,$254 ,$51 ,7,9.0,2/21/2019,0.36,2,2,82,,
51705790,Travelers Private Room,445611662,unconfirmed,Fattie,Brooklyn,Flatbush,40.640409999999996,-73.95674,United States,US,False,moderate,Private room,2017,$836 ,$167 ,2,0.0,,,1,2,175,,
51706342,Spacious Uptown Apartment near Columbia University,46561176050,verified,Marine,Manhattan,Morningside Heights,40.80935,-73.95786,United States,US,False,flexible,Entire home/apt,2019,$813 ,$163 ,1,77.0,12/17/2018,2.79,2,1,0,,
51706894,Cosy apartment in Park Slope,87493108178,verified,Ginevra,Brooklyn,South Slope,40.669290000000004,-73.98706999999999,United States,US,True,strict,Entire home/apt,2014,"$1,188 ",$238 ,5,12.0,5/30/2019,0.43,3,1,192,,
51707447,Cute Private Room,60808050494,unconfirmed,Fattie,Brooklyn,Flatbush,40.63865,-73.95786,United States,US,True,flexible,Private room,2010,$224 ,$45 ,2,0.0,,,1,2,0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
51707999,BEST One Bedroom in the Heart of Manhattan,97001612608,unconfirmed,Scott,Manhattan,Chelsea,40.74054,-74.0004,United States,US,False,strict,Entire home/apt,2014,$466 ,$93 ,6,7.0,1/26/2018,0.26,5,1,0,,
51708551,Amazing Astoria New York 2 bedroom 10 min to NYC,37026951990,unconfirmed,Nicholas,Queens,Ditmars Steinway,40.77411,-73.90926,United States,US,False,strict,Entire home/apt,2003,$547 ,$109 ,5,42.0,12/7/2018,1.55,3,1,77,,
51709104,Modern 1 bedroom condo near Pratt in Bed-Stuy,71082124265,unconfirmed,Michael,Brooklyn,Bedford-Stuyvesant,40.69197,-73.95849,United States,US,False,strict,Entire home/apt,2021,$70 ,$14 ,4,8.0,6/12/2019,1.1,1,1,0,,
51709656,A1Long Island City Big Room Great Location,5563971946,unconfirmed,Leo,Queens,Long Island City,40.753859999999996,-73.93324,United States,US,True,moderate,Private room,2019,"$1,192 ",$238 ,1,104.0,6/11/2019,3.74,3,9,300,,
51710208,"Quiet Bedroom in Central Bushwick, 16 mins to NYC",84211722981,verified,Dmitry,Brooklyn,Bushwick,40.69927,-73.91315999999999,United States,US,True,strict,Private room,2012,$980 ,$196 ,2,12.0,12/30/2018,1.26,4,2,0,"- Check-in time is 1PM - 12PM. - Earlier than 1pm check-in may be an option, will accommodate when possible.  -When you move in, I will clean the room for you.  - Quiet after 11pm - Please treat the home as you would your own, and treat your hosts as you would like to be treated! - Please let me know If you have any question, I will try my best to help you. - Please try to keep quiet It is okay that you have a child who is more than 7 years to live in, but the price should be discussed.",
51710761,"Modern, sunny, garden 2 bedroom",45448995951,unconfirmed,Erin,Brooklyn,South Slope,40.66175,-73.98731,United States,US,True,moderate,Entire home/apt,2004,$885 ,$177 ,3,76.0,6/20/2019,2.75,3,1,248,"Generally, we prefer that guests treat our home as a friends house, rather than a hotel. - Food/snacks left on the island are free to eat - Feel free to cook your own food, but kindly wash and put away your dishes after - Feel free to use the Keurig - No pets - Be respectful of the items in the apartment, and leave the space reasonably clean.",
51711313,Charming Blue Bdrm in Victorian Home,47177849450,verified,Kamilya,Brooklyn,Flatbush,40.63501,-73.95522,United States,US,True,flexible,Private room,2022,$618 ,$124 ,4,0.0,,,2,3,0,,
51711865,SUNNY BDRM IN VICTORIAN HOME,71730166300,verified,Kamilya,Brooklyn,Flatbush,40.63637,-73.95698,United States,US,False,flexible,Private room,2013,$227 ,$45 ,4,2.0,6/10/2019,0.32,2,3,188,,
51712417,"Manhattan Large, room by CUNY& Columbia University",79046478606,verified,Lendy,Manhattan,Harlem,40.82837,-73.94854000000001,United States,US,False,strict,Private room,2006,$665 ,$133 ,2,3.0,9/13/2018,0.11,2,3,342,,
51712970,Downtown NYC Luxury Apartment - TriBeCa,44602186629,verified,Tyler,Manhattan,Tribeca,40.7192,-74.01021999999999,United States,US,False,moderate,Entire home/apt,2011,$651 ,$130 ,1,12.0,5/28/2017,0.43,3,1,0,,
