id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
16410506,Bushwick private 10 foot ceiling dwelling,23626585277,verified,Lakisha,Brooklyn,Bushwick,40.686370000000004,-73.91159,United States,US,True,moderate,Private room,2015,$386 ,$77 ,2,19,1/2/2019,1.03,5,8,177,I'll guide you with everything upon check-in,
16411058,"Safe, Comfortable and Convenient",46530156409,verified,Amy,Queens,Forest Hills,40.72573,-73.85292,United States,US,True,strict,Private room,2016,"$1,030 ",$206 ,2,8,1/14/2018,0.4,5,1,0,"Please treat our house as you would treat your own (assuming that it is good).  Please clean up after yourself.  Kindly remove your shoes by the door, slippers are welcome (if they have not been treading the outdoors).  If you use the kitchen, please wipe down the stove and counter-tops and clean the dishes in the sink to prevent critters from visiting you at night.  Laundry is available free of charge just next to the kitchen, we have a washer and dryer.  Clean bedding will be provided for you when you check in, and cleaned after you check out.   We will not be responsible for personal accidents or sickness, we would ask you to clean up after yourself.  If you plan a lengthy stay, we can wash your sheets once a week.  If you'd like additional washing, please wash your sheets along with your other laundry.  A key will be provided to you for your bedroom should you want to lock anything up.",
16411611,"Cosy space,  30 min to Manhattan 15 Barclay Center",21160396951,verified,Dadrine,Brooklyn,East Flatbush,40.65532,-73.91793,United States,US,True,strict,Private room,2014,$402 ,$80 ,7,1,4/18/2019,0.36,5,9,364,"We have ample off-street parking but if you have a car let us know and we will be in touch with you about parking. Please be careful not to drive or walk in the driveway for 233 Savin Hill Avenue. Check in time is 2 PM, check out time is 10 AM.  Guests who arrive early can drop off their luggage after 10 AM. We are unable to accommodate arrivals earlier than 10 AM.  Guests who need to stay after the check out time are welcome to use the common area on the first floor for luggage storage. NO SMOKING in the house or anywhere on the property. No Pets.",
16412163,Comfy Couch in Cool Modern Brooklyn (BUSHWICK) Apt,4758382485,verified,Lauren,Brooklyn,Bushwick,40.69634,-73.91323,United States,US,False,moderate,Shared room,2012,$609 ,$122 ,3,32,6/16/2019,1.86,4,3,104,"We have ample off-street parking but if you have a car let us know and we will be in touch with you about parking. Please be careful not to drive or walk in the driveway for 233 Savin Hill Avenue. Check in time is 2 PM, check out time is 10 AM.  Guests who arrive early can drop off their luggage after 10 AM. We are unable to accommodate arrivals earlier than 10 AM.  Guests who need to stay after the check out time are welcome to use the common area on the first floor for luggage storage. NO SMOKING in the house or anywhere on the property. No Pets.",
16412715,"Large, sunny oasis in Manhattan",87144857081,unconfirmed,Stacey-Ann,Manhattan,Harlem,40.81088,-73.9441,United States,US,True,strict,Entire home/apt,2004,"$1,091 ",$218 ,2,2,5/7/2018,0.11,5,1,0,Our home is a smoke-free environment.  We expect everyone to act as responsible adults and respect our home.,
16413268,Charming & Cozy 1BR in Park Slope w/Outdoor Space,33881331961,verified,Aj,Brooklyn,Park Slope,40.680009999999996,-73.97603000000001,United States,US,True,strict,Entire home/apt,2003,$459 ,$92 ,3,27,6/24/2019,2.67,2,1,336,"No smoking, please No pets",
16413820,In the heart of Chelsea and downtown,37625641962,verified,Lauren,Manhattan,Chelsea,40.74116,-74.00053,United States,US,True,moderate,Private room,2008,$636 ,$127 ,3,0,,,4,2,158,This is a shared space so guests should be respectful of the space and other persons.,
16414372,Cozy Central Park West Brownstone,39932482307,unconfirmed,Emily,Manhattan,Upper West Side,40.78624,-73.96951999999999,United States,US,True,flexible,Entire home/apt,2016,$502 ,$100 ,3,2,12/1/2017,0.1,5,1,0,Clean up after your mess please.,
16414924,Sunny + Spacious Master Bedroom with Outdoor Deck,8279041449,verified,Noah,Brooklyn,Clinton Hill,40.68769,-73.96118,United States,US,True,flexible,Private room,2009,$109 ,$22 ,3,2,9/30/2018,0.19,5,2,0,No Smoking and No Pets,
16415477,Warm and cosy apartment in the heart of New York,79265870866,unconfirmed,Julien,Manhattan,East Village,40.72631,-73.98507,United States,US,False,strict,Entire home/apt,2021,$722 ,$144 ,7,2,9/9/2018,0.11,4,1,0,"NO SMOKING, please stop smoking a block away so as not to bring smoke-filled lungs into the house, I'm highly sensitive, and it makes me feel sick. Please clean after yourself on an on-going basis, especially in the common areas. We recycle paper, glass, metal in a separate bin, and throw food, plastic bags, and wrappers into the normal trash, can you participate? This 100 year old building has character in the details, but might appear less clean. The wood work was painted white before I moved in. I consistently use bleach between guests, but the grooves have ""greyed"" overtime, and I haven't repainted yet. I hope you won't be that picky ;-) My end-of-stay cleaning fee is to cover my time and expenses washing, drying, changing the sheets and sanitizing the room in between guests. I don't do any daily cleaning (of your room, the bathroom or the kitchen).  I only clean in-between guests or when needed - I noticed I am not a clean freak, I go after the obvious (bread crumbs and slime) - s",
