id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
46897466,"Beautiful NYC Room - Upper East Side, NYC",32187108165,unconfirmed,Charles,Manhattan,Upper East Side,40.77237,-73.95275,United States,US,False,moderate,Private room,2007,"$1,130 ",$226 ,2,42.0,1/1/2019,1.9,4,1,0,No smoking allowed in the house.  No pets.  No loud music or partying allowed at night.  Please respect the property as you would your own house.,
46898018,Gramercy Park Location.. cozy and comfortable!,37662782667,unconfirmed,Philip,Manhattan,Gramercy,40.738040000000005,-73.98178,United States,US,True,flexible,Entire home/apt,2014,"$1,075 ",$215 ,5,3.0,6/27/2019,0.13,5,1,65,,
46898571,Open Loft 1 BR Private Apt in Chinatown,5698306836,verified,Jessica,Manhattan,Chinatown,40.71365,-73.9973,United States,US,True,strict,Entire home/apt,2015,"$1,114 ",$223 ,5,11.0,4/30/2019,0.56,3,1,171,"There are real beds for eight. Linens, sheets, towels,  basic kitchen and basic toiletries are provided. Please leave the house in the condition that you found it. This unit is a townhouse with two neighbors attached side by side to the building. Please be respectful and keep noise to a minimum after 11pm and before 7am.  ""NO SMOKING"" ""NO PARTIES Thank you!",
46899123,SPACIOUS CLEAN ROOM 15 MINUTES FROM MAIN STREET,14967173434,verified,Sandra,Queens,College Point,40.77773,-73.83237,United States,US,False,strict,Private room,2005,$714 ,$143 ,1,51.0,6/22/2019,2.29,5,1,65,"No Smoking in the house,  Respect and take care of apartment.  Any dishes you use should be clean/dishwasher loaded and run..  ",
46899675,Awesome Cozy Room in The Heart of Astoria!,47216759171,unconfirmed,Simon,Queens,Ditmars Steinway,40.77786,-73.90819,United States,US,False,strict,Private room,2012,$517 ,$103 ,7,36.0,6/15/2019,1.64,5,1,48,Please remove your shoes at the door and use coasters for drinks on any furniture.,
46900228,Brooklyn Palace,2096634321,verified,Audra,Brooklyn,Flatlands,40.61802,-73.92866,United States,US,False,strict,Private room,2021,$399 ,$80 ,2,13.0,5/31/2019,0.59,5,1,292,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",
46900780,Spacious 1 Bed Apartment 20 minutes from Midtown,31402832225,verified,Jose,Manhattan,Washington Heights,40.83902,-73.93766,United States,US,False,flexible,Entire home/apt,2013,$850 ,$170 ,3,2.0,10/10/2017,0.09,3,1,0,"No Smoking in building,  Respect for other guests and neighbors.  Quiet after 10 pm. Parking is available on Linwood and Gardner streets 24 hours.  No parking is permitted on Centre Place.",
46901332,Large sunny and beautiful room,36662070406,unconfirmed,Annie,Manhattan,Upper East Side,40.78079,-73.95499000000001,United States,US,True,strict,Private room,2014,$809 ,$162 ,10,0.0,,,4,2,0,"We're laid back and don't have too many rules! There is a porch outside if you need to smoke. We like to keep our home neat and hope you help us keep it how you find it!  We do ask that you do not bring guests back. This is a way for us to control who is in our home, and it means a lot to us.  As for noise, just be reasonable. If it's getting late, you know the drill :)",
46901884,Sophisticated KING 1 Bedroom Best Location,11782643763,unconfirmed,,Manhattan,Upper East Side,40.77832,-73.95657,United States,US,False,strict,Entire home/apt,2021,$429 ,$86 ,30,7.0,5/31/2019,0.47,4,91,281,"House Rules 1. All bookings made at least a week before check in are fully refundable if cancelled within 24 hours of booking. After this, you will receive a 50% refund if you cancel at least 7 days before the start of your trip. 2. Check-in time is any time after 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  3. All bookings require a security deposit of at least $300. 4. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in, we'll need a photo of your ID.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in most of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. I",
46902437,2 Bed BK Duplex w/ terrace & amazing NYC view,55497306026,verified,,Brooklyn,Greenpoint,40.73227,-73.95149,United States,US,True,flexible,Entire home/apt,2022,$228 ,$46 ,3,20.0,6/24/2019,0.92,5,1,313,"There are real beds for eight, one pull out couch, and one single mattress available. Linens, sheets, towels, kitchen staples, breakfast foods, and basic toiletries provided. Games, toys and books are here for your use, make themselves at home. Please leave the house in the condition that you found it. This unit is on the second and third floors of a two-family I own, and I have tenants below. Please be respectful of them, and my neighbors, and keep noise to a minimum after 11pm and before 7am. Thank you!",
46902989,Private Bedroom in the Heart of Chelsea (3FL/3FR ),95970736081,verified,,Manhattan,Chelsea,40.7416,-74.00081999999999,United States,US,True,strict,Private room,2014,"$1,094 ",$219 ,30,2.0,5/11/2019,0.17,4,1,188,,
46903541,Welcome to YURT -- beautiful room in East Village,27443752503,verified,Sarah,Manhattan,East Village,40.7244,-73.97731999999999,United States,US,False,moderate,Private room,2010,"$1,032 ",$206 ,1,33.0,5/23/2019,1.62,5,2,124,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",
46904094,CHIC EVENT SPACE,66206224600,unconfirmed,Michael,Brooklyn,Flatlands,40.62724,-73.93043,United States,US,True,moderate,Entire home/apt,2019,"$1,068 ",$214 ,1,0.0,,,5,1,365,No parties. No overnight guests. Please use your time in the city to get out and explore and use the apartment as an experience to stay in a neighborhood where you'll never find a hotel! You are so close to everything!,
46904646,*FEMALES ONLY* BEAUTIFUL ROOM in downtown NYC!,84403123711,unconfirmed,Michela,Manhattan,Chinatown,40.71611,-73.99405,United States,US,True,flexible,Private room,2017,$858 ,$172 ,25,8.0,10/21/2018,0.36,4,1,0,No smoking except smoke deck.,
46905198,Comfy Private Bedroom/Bathroom,39342163746,verified,David,Manhattan,Harlem,40.80482,-73.95107,United States,US,False,moderate,Private room,2004,$230 ,$46 ,2,54.0,12/27/2018,2.44,2,2,0,"No pets, and no smoking indoors.",
46905751,"Sunny & Modern Room in Brooklyn, NY",13439682159,verified,Marzian,Brooklyn,Bedford-Stuyvesant,40.68763,-73.92706,United States,US,True,moderate,Private room,2021,$983 ,$197 ,2,9.0,1/2/2019,0.4,2,1,0,"A list of house details, rules and local information will be provided upon arrival.",
46906303,Cozy Boerum Hill Apartment,17419306759,unconfirmed,Alex,Brooklyn,Carroll Gardens,40.68225,-73.99116,United States,US,False,flexible,Private room,2006,$742 ,$148 ,1,12.0,7/13/2018,0.54,5,1,0,"Shoes off apartment (slippers available to guests) No smoking of any substance on the property Respectful Friendly Quiet Leave things as they were found, clean after yourself  No dishes left in the sink  Please use green cups, bowls, utensils and plates and  Store dry foods in 2nd tall pantry cabinet for your personal food storage and store food in the fridge on the 2nd row Guests may not have additional guests without clearing them with me first",
46906855,Penthouse - 2 Floors with Private Outdoor Patio,50128802633,verified,Christopher,Brooklyn,Williamsburg,40.70929,-73.95381,United States,US,True,strict,Entire home/apt,2006,$326 ,$65 ,2,9.0,2/17/2019,0.44,5,1,0,,
46907407,"Manhattan nyc private room A
15 min F Times Square",52393370464,verified,Eliahu,Manhattan,Harlem,40.81394,-73.95334,United States,US,True,flexible,Private room,2018,$136 ,$27 ,2,13.0,1/7/2018,0.62,3,9,112,"Shoes off apartment (slippers available to guests) No smoking of any substance on the property Respectful Friendly Quiet Leave things as they were found, clean after yourself  No dishes left in the sink  Please use white cups, bowls, utensils and plates and  Store dry foods in pantry cabinet below the microwave for your personal food storage and store food in the fridge on the left half of the 3rd row Guests may not have additional guests without clearing them with me first",
46907960,Lovely Contemporary Home away from Home,1335595868,unconfirmed,Nicole,Queens,Jamaica,40.68503,-73.77983,United States,US,True,moderate,Entire home/apt,2019,$265 ,$53 ,2,45.0,6/30/2019,2.01,4,4,153,"No street shoes in the house, please, but especially not in the bedrooms. We recycle - make sure you do too while you're here. It's single stream so very easy -ask if you're not sure how it works. Check-in and check-out times are flexible all days except Sunday where check-out is by 11 a.m.",
46908512,Cool Brownstone for September,40497707950,unconfirmed,Hunter,Brooklyn,Bedford-Stuyvesant,40.69155,-73.93661999999999,United States,US,False,moderate,Private room,2022,$787 ,$157 ,7,5.0,4/28/2019,0.23,5,1,56,- Guests can smoke outside the building in my backyard if they smoke. - Please arrive at or after 6:30pm as I work during the day and before 11:30pm.,
46909064,"Six in the City, Stay in Brooklyn Tour New York!",3987080761,unconfirmed,Sofia,Brooklyn,East Flatbush,40.65413,-73.94846,United States,US,False,moderate,Entire home/apt,2010,$530 ,$106 ,4,55.0,7/2/2019,2.64,5,1,22,Shoes-off home Respectful Friendly Quiet No smoking of any substance on the property No pets Leave things as they were found Clean up after yourself Reminder: Rest of apartment (kitchen or living room) not available to guests  Guests may not have additional guests without clearing them with Celia or Jonathan.,
46909617,Whole Apt/Private Entry/Free Parking,49692558938,verified,Karl,Staten Island,St. George,40.64119,-74.08369,United States,US,True,strict,Entire home/apt,2003,"$1,083 ",$217 ,2,87.0,7/6/2019,5.08,3,1,100,#NAME?,
46910169,"Cozy and elegant apartment in New York, entire apt",70383043177,unconfirmed,Domingo,Manhattan,Washington Heights,40.84492,-73.93890999999999,United States,US,True,moderate,Entire home/apt,2017,"$1,028 ",$206 ,2,109.0,7/5/2019,4.86,4,1,261,"Pets are cool (just clean up after them!), smoking outside is allowed, and alcohol/coming home drunk is totally ok. If you drink our alcohol then please help replace it or chip in! Otherwise, we're pretty simple college guys who enjoy being social.",
46910721,Nice and Cozy Room in Astoria Close to Manhattan.,37908928500,verified,Yunmi,Queens,Long Island City,40.75401,-73.92013,United States,US,False,strict,Private room,2008,$576 ,$115 ,1,4.0,11/26/2017,0.19,2,1,0,"Starting mid-November, I am looking for a longer-term guest (2+ months); someone who is responsible and employed outside of the home. A sublease agreement will need to be signed for any stay longer than one month.",
46911274,Two-storey Park Slope Apartment,29850306486,verified,Morgan,Brooklyn,Park Slope,40.67884,-73.97493,United States,US,False,moderate,Entire home/apt,2016,$253 ,$51 ,3,7.0,4/28/2019,0.35,4,1,0,"Just be clean, be tidy, be yourself and enjoy your stay.",
46911826,"Manhattan nyc private room B
15 min F Times Square",51873411627,unconfirmed,Eliahu,Manhattan,Harlem,40.81225,-73.95196999999999,United States,US,True,strict,Private room,2009,$487 ,$97 ,2,10.0,1/2/2019,0.47,2,9,365,,
46912378,Central Park and Museum mile Privarte room 105th.,47093452648,verified,Thomas,Manhattan,East Harlem,40.79383,-73.94968,United States,US,False,strict,Private room,2014,"$1,092 ",$218 ,1,98.0,10/15/2018,4.39,2,2,0,#NAME?,
46912930,Private Studio Sublet in Upper East Side,83610765023,verified,Zing,Manhattan,Upper East Side,40.77037,-73.95734,United States,US,True,flexible,Entire home/apt,2017,$324 ,$65 ,6,0.0,,,2,1,0,Will send it as soon as reservation is confirmed.,
46913483,Sun-Filled Cobble Hill Loft,72988057644,unconfirmed,Lily,Brooklyn,Brooklyn Heights,40.6904,-73.99376,United States,US,True,flexible,Entire home/apt,2010,$771 ,$154 ,3,21.0,5/5/2019,0.95,2,1,15,,
