id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
23535176,Luxury Modern Apt - AMAZING location,42979078184,unconfirmed,I Do Not Live Here,Manhattan,Gramercy,40.73792,-73.98306,United States,US,True,flexible,Entire home/apt,2004,$92 ,$18 ,90,6,5/10/2019,1.21,4,1,0,,
23535728,Cozy place in Astoria,63700927994,verified,Marcela,Queens,Long Island City,40.74776,-73.92875,United States,US,False,strict,Private room,2017,$423 ,$85 ,1,10,6/30/2019,2.13,2,1,125,,
23536281,Huge sunny room with private bath,10641749104,unconfirmed,Alex,Brooklyn,Crown Heights,40.67375,-73.91242,United States,US,False,strict,Private room,2004,$514 ,$103 ,30,5,3/31/2019,0.93,2,2,0,We live in close proximity to our neighbors so we are not able to allow parties or large gatherings or late night partying.,
23536833,Designer Apartment in Cool Two Bridges,53392106912,verified,Tess,Manhattan,Chinatown,40.71382,-73.99609,United States,US,False,moderate,Entire home/apt,2020,$693 ,$139 ,2,4,5/19/2019,0.85,3,2,18,"No pets, no smoking, no parties.  No guests not on the reservation.  You are liable for any damage. We will give you access to Netflix.  Please respect the account. Please report anything broken at the beginning of your reservation to avoid the loss of your security deposit.  Clean all your dishes and clean up after yourself.  Please keep the noise down.",
23537385,"Little cozy, clean, homy gem in the hearth of LIC.",95714480120,verified,Maurizio,Queens,Long Island City,40.74649,-73.9525,United States,US,False,moderate,Private room,2004,$704 ,$141 ,15,3,6/25/2019,1.32,4,1,135,"We expect travelers to leave the apartment in the same condition that they left it in. We take great care of the apartment as we feel it is a truly special home, and hope that others will treat it the same way! We will provide fresh sheets and towels, which guests can put in a pile upon leaving. We do not allow pets unfortunately. Although we love them, the building does not!",
23537938,Cozy south brooklyn apartment for a single/couple,6933179134,verified,Stella,Brooklyn,Kensington,40.64159,-73.9796,United States,US,False,flexible,Entire home/apt,2004,$530 ,$106 ,2,9,3/18/2019,1.75,3,1,0,No Smoking  No Pets,
23538490,Awesome 1 Br apartment,27792290777,unconfirmed,Mishka,Brooklyn,Bedford-Stuyvesant,40.68638,-73.95442,United States,US,True,moderate,Entire home/apt,2011,$90 ,$18 ,3,2,2/18/2019,0.36,2,1,0,#NAME?,
23539042,Cozy & Colorful in Bushwick,76479238450,unconfirmed,Anne,Brooklyn,Bushwick,40.69034,-73.91976,United States,US,True,flexible,Private room,2016,$111 ,$22 ,1,25,7/5/2019,4.78,5,1,7,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties and smoking are not allowed under any circumstances and incur significant fees. Pets may be considered with pre-approval and an additional pet fee.",
23539594,Stay in the ❤️of Manhattan!,35053193896,unconfirmed,Melanie,Manhattan,Midtown,40.75979,-73.96463,United States,US,True,strict,Private room,2010,$487 ,$97 ,1,20,6/16/2019,4.29,3,1,7,,
23540147,"All set for guys, don’t miss out",19329283380,unconfirmed,Antony,Brooklyn,Gravesend,40.58453,-73.97171999999999,United States,US,True,strict,Shared room,2005,"$1,097 ",$219 ,5,5,4/29/2019,1.01,4,12,0,No kitchen access. No wifi - I do have a hot spot. No key given to you. No extra guest allowed.,
23540699,"One Room, In The Heights",62631132622,verified,Michelle,Manhattan,Washington Heights,40.8429,-73.93858,United States,US,False,moderate,Private room,2021,$868 ,$174 ,1,0,,,2,1,310,"Please treat the interior of the unit, including all furniture with respect.   No smoking or pets allowed. Enjoy yourself but please keep noise to acceptable levels at night to avoid disturbing neighbors.  No parties please.",
23541251,Charming 2 Bedroom Brownstone Apartment,71760434333,unconfirmed,Kim,Brooklyn,Cobble Hill,40.68525,-73.99837,United States,US,False,flexible,Entire home/apt,2016,$805 ,$161 ,2,4,7/7/2019,1.38,3,2,22,No smoking. No pets. ,
23541804,2 bedroom apartment with a big outdoor terrace,67207184748,verified,Alan,Queens,Ditmars Steinway,40.77363,-73.91188000000001,United States,US,True,strict,Private room,2007,$279 ,$56 ,4,0,,,2,1,0,,
23542356,Upper Upper East Side Vistas (15 min to LGA),1143309063,verified,Mikala,Manhattan,East Harlem,40.799659999999996,-73.9417,United States,US,True,strict,Entire home/apt,2009,"$1,007 ",$201 ,1,16,7/5/2019,3.38,5,1,11,"Maintain cleanliness .  Please carry all the necessary items that is required for your stay , host cannot provide any of it . Also can accomodate females who are veg and eggatarians only",
23542908,Quiet & Peaceful room in Astoria!,31719022902,unconfirmed,Sadhya,Queens,Astoria,40.763329999999996,-73.91187,United States,US,False,strict,Private room,2004,"$1,151 ",$230 ,2,13,7/1/2019,2.57,5,1,53,,
23543461,Montauk Guest Suite,72902412463,verified,Joseph & Teresa,Brooklyn,East New York,40.669959999999996,-73.87637,United States,US,True,flexible,Entire home/apt,2003,$751 ,$150 ,1,43,7/8/2019,7.87,5,1,161,"We expect our guests to behave in a respectful manner and try to limit loud sounds and noises (such as music and/or shouting) in the evening. All animals must be well mannered and guests are expected alert us to any animals they may have with them, so that we can clean properly after departure.",
23544013,Cozy & Comfortable room-flushing subway,30859244816,verified,Se 小瑟,Queens,Flushing,40.751870000000004,-73.81691,United States,US,True,flexible,Private room,2003,$445 ,$89 ,1,10,6/18/2019,2.52,4,1,205,"The three main lights of the apartment are on the right of the front entrance.  The far light is for the bed area, the middle one (the black tab you have to flick up and down) is for the main area, and the near switch is for the light right over you as you step in.  The light in the bathroom is by the storage unit.  The light in the kitchen is to your left right as you walk into it.",
23544565,Cozy Manhattan Room,54946830594,verified,Erika,Manhattan,Morningside Heights,40.81633,-73.96069,United States,US,True,strict,Private room,2021,$875 ,$175 ,2,15,6/20/2019,3.6,2,1,2,"No pets, no children, no smoking (landlord's rules, not ours - sorry!).  Also, it is a pretty quiet building and the owners feel strongly about keeping it this way, so please refrain from any loud music/shouting/partying. Finally, we are happy to take care of stripping/washing the sheets, but would appreciate it if you would clean up any dishes you use during your stay. Other than that, have fun!",
23545117,Cozy and Quiet City Escape,62647579790,verified,Amy,Manhattan,Harlem,40.81369,-73.94996,United States,US,True,moderate,Private room,2012,$958 ,$192 ,1,6,5/11/2019,1.58,2,1,125,No smoking or pets allowed,
23545670,Home away from Home in Brooklyn/Queens borderline,50401354852,unconfirmed,Erica And Jose,Queens,Glendale,40.70534,-73.87995,United States,US,True,strict,Private room,2010,$780 ,$156 ,2,18,7/2/2019,3.78,3,2,63,,
23546222,West Village Gem,34911415019,unconfirmed,Veronica,Manhattan,West Village,40.73409,-74.00464000000001,United States,US,True,strict,Entire home/apt,2007,$607 ,$121 ,1,13,7/1/2019,3.22,2,1,61,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
23546774,"Park Slope, Beautiful New Apartment",52780088676,verified,Sandra,Brooklyn,Park Slope,40.67378,-73.98299,United States,US,True,moderate,Entire home/apt,2010,"$1,185 ",$237 ,5,9,6/18/2019,1.86,2,1,2,"No Smoking, No Pets",
23547327,"Spacious apartment close to Manhattan, WIFI",89336024817,verified,Gabriela,Queens,Astoria,40.7744,-73.93344,United States,US,False,flexible,Entire home/apt,2007,$959 ,$192 ,1,3,3/9/2019,0.58,2,2,41,Please no smoking or pets in the loft! ,
23547879,Beautiful airy apartment with private backyard.,87748674590,unconfirmed,Raizy,Brooklyn,Sunset Park,40.661229999999996,-73.9971,United States,US,True,moderate,Entire home/apt,2004,$627 ,$125 ,1,9,5/22/2019,2.03,5,1,35,,
23548431,"Contemporary, Cozy  Retreat",37432210830,unconfirmed,Tiphanie,Brooklyn,Canarsie,40.6354,-73.90039,United States,US,False,flexible,Entire home/apt,2016,$273 ,$55 ,2,45,6/24/2019,9.64,2,1,30,,
23548984,PRIVATE 1 Bedroom w/ your own bathroom & entrance!,18509408069,unconfirmed,Shola,Brooklyn,Bushwick,40.69814,-73.92805,United States,US,True,flexible,Private room,2020,$379 ,$76 ,3,3,5/19/2019,1.13,2,3,21,"-We simply ask you to feel like you are in your own home, and respect the condo and neighbors.   - A copy/scan of a photo ID or an AirBNB ID verification will be required to receive keys.  -No pets, no smoking and no party, no extra parties/guests in the Condo -that are not part of your reservation.   - Please note our check in time: 3:00 PM (or anytime later) and Check out time: 10:00 AM. If you absolutely must check-in during the morning, please message us first.  -Our condo is best for 2 people, but we can certainly accommodate a 3rd person without an extra-person fee!  Let us know first if you have 3 guests and we can bring a floor mattress.",
23549536,法拉盛花园独立屋Entire 3beds+Park mins go JFK Airport/NYC,64473463857,unconfirmed,Susan,Queens,Whitestone,40.78236,-73.82092,United States,US,False,flexible,Entire home/apt,2014,$687 ,$137 ,1,9,6/7/2019,1.64,5,1,204,,
23550088,Beautiful and Spacious West Village Apartment,66275910050,verified,Reggie,Manhattan,West Village,40.73386,-74.00038,United States,US,True,moderate,Entire home/apt,2007,"$1,195 ",$239 ,2,2,6/2/2019,1.03,5,1,5,"Thank you for your reservation. By placing your reservation online you indicated that you accepted the terms and conditions which have been printed below.  Please review your reservation summary as below - then print, sign and return the agreement to:  (EMAIL HIDDEN) or fax it to (PHONE NUMBER HIDDEN) or  mail it to: Spare Suite, Inc., 119 Braintree Street, Suite 510, Boston, MA 02134, USA Upon receipt, we will send you the welcome document with check in instructions and how to get your keys. ------------------------------------------------------------------------ ------------------------------------------------------------------------ Terms of the Agreement: BOOKING AND REFUND POLICY Once booked your reservation is guaranteed for the check in and check out times and dates specified. All reservations must be paid in advance, in full for the entire period of stay.  All reservations are final, and NON REFUNDABLE UNDER ANY CIRCUMSTANCES.  If you feel you may need to cancel once booked, yo",
23550640,Whole Ridgewood Railroad 2 blocks from M,30082401695,verified,Sam,Queens,Ridgewood,40.702709999999996,-73.90517,United States,US,False,flexible,Entire home/apt,2014,$120 ,$24 ,7,1,2/2/2019,0.19,2,1,0,Please be respectful of our neighbors and no additional guests or parties. No Smoking. No Pets.,
23551193,Long Island City Apt with a Terrace,90483569189,verified,Sandeep,Queens,Sunnyside,40.7379,-73.92911,United States,US,False,moderate,Private room,2007,$589 ,$118 ,1,21,7/2/2019,4.92,5,1,80,"Unfortunately no pets are allowed in the building. Smoking is prohibited on the premises. Trash is put out only on the designated day in the back of the building. No parties with kegs, djs or live music.",
23551745,Urban Design Sanctuary,89698053155,unconfirmed,Max,Manhattan,NoHo,40.726259999999996,-73.99316,United States,US,False,strict,Entire home/apt,2021,$692 ,$138 ,3,9,7/2/2019,2.7,2,1,112,"Please Note: This unit was just renovated in November 2015 and it comfortably accommodates 4 guests, but up to 6 guests are permitted if you so desire (two guests in each bedroom and 2 guests on the available queen size air mattress). Please request an air mattress (if needed) when making a reservation. No smoking, no pets, no parties, and must be 25 to book.  For check-out, please ensure: -  All plates and cups are left in the sink or dishwasher -  All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) -  All windows are closed and locked -  If used, the air mattresses are deflated and put away (please leave used linens for the air mattresses on the floor) -  If furniture was moved during your stay, please return to its original location Please be mindful to our neighbors in the building, quiet hours after 9pm and no music or loud gatherings on the private patio. Please be considerate of our next guests who will be stay",
23552297,5 min away from LGA,8419307179,verified,Kam,Queens,East Elmhurst,40.76893,-73.87711999999999,United States,US,False,flexible,Entire home/apt,2015,$195 ,$39 ,1,17,7/8/2019,3.57,5,2,0,No smoking No children under the age of 18 No animals No loud parties or people beyond those included in the reservation No late night check-ins,
23552850,Manhattan Studio 4,27175091265,verified,J Danny,Manhattan,Midtown,40.74827,-73.98865,United States,US,True,strict,Entire home/apt,2021,$253 ,$51 ,3,2,6/4/2019,0.51,3,2,29,,
23553402,Beautiful  Cozy  room in NYC  nearby Time square,63406498544,verified,Marta,Manhattan,Washington Heights,40.845620000000004,-73.94031,United States,US,True,strict,Private room,2007,$688 ,$138 ,3,17,6/27/2019,3.31,5,2,38,"Please respect the space, and leave the apartment the way that you found it. Please do not host any parties, and be respectful of my neighbors. No pets allowed. No smoking allowed. No additional guests.",
23553954,Lovely studio in Astoria/ LIC!,48768041288,unconfirmed,Leonardo,Queens,Long Island City,40.76117,-73.93127,United States,US,True,moderate,Entire home/apt,2017,$183 ,$37 ,2,11,5/28/2019,2.29,5,1,3,,
23554507,"Amazing Value, Convenient Location, Nice Amenities",61130927720,unconfirmed,Onika,Brooklyn,East New York,40.67349,-73.88705,United States,US,False,flexible,Entire home/apt,2011,"$1,016 ",$203 ,5,0,,,4,1,180,No smoking. No pets.,
23555059,Your Stay in Staten Island will be the best,71193997843,unconfirmed,Lilia,Staten Island,Concord,40.60228,-74.08324,United States,US,True,moderate,Private room,2017,$139 ,$28 ,2,8,6/29/2019,1.78,5,1,90,"There are many coasters and please use them for your drinks.  There is one shelf in the kitchen cabinet that has food stuff that are personal and it will be marked as such.  Please no pets, smoking or parties.  There is a stand alone fireplace but it is decorative only. Please be respectful and keep noise to a minimum is the mornings and evenings to avoid disturbing neighbors.",
23555611,Nice place for three people.,95784835709,unconfirmed,Regina,Manhattan,Upper West Side,40.79397,-73.972,United States,US,False,strict,Private room,2010,$269 ,$54 ,3,7,7/2/2019,2.47,4,3,334,treat the property and other tenants with respect,
23556163,Suite Escape - Modern & Chic 1 Bedroom,12713044660,unconfirmed,Kimesha,Brooklyn,Canarsie,40.63028,-73.90120999999999,United States,US,True,moderate,Entire home/apt,2006,$997 ,$199 ,2,0,,,2,1,353,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
