id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
22541036,"Quick walk to Metro, Cleaning, & Great roommates",97104420944,verified,Bedly Bushwick,Brooklyn,Bushwick,40.70029,-73.91188000000001,United States,US,True,flexible,Private room,2019,$394 ,$79 ,30,0,,,5,9,45,#NAME?,
22541588,Big bright apartment in hip neighborhood,1019001352,verified,Shelley,Brooklyn,Greenpoint,40.72594,-73.94852,United States,US,False,moderate,Entire home/apt,2016,"$1,026 ",$205 ,1,4,2/17/2019,0.59,4,2,0,"No parties, no extra guests, no pets, no smoking. Please treat this space and our neighbors with respect.",
22542141,Spacious and Cozy Room - Just like Home,59256152077,unconfirmed,Freddy,Queens,Ridgewood,40.6963,-73.89965,United States,US,True,flexible,Private room,2013,$803 ,$161 ,1,3,1/1/2019,0.45,2,1,189,"Check-in is after 3PM Some general information about the apartment. Please try to keep it relatively quite, especially at night. Strict no parties or entertainment policy. No additional guests are allowed outside of reservation. No smoking inside the apartment or hallway. No pets allowed in the apartment. Unfortunately no young children as the house is not equipped for children under 10.   When making a booking - please have a verified email address and phone number on your airbnb account. Respect and treat the apartment as your own and how you would expect others to treat yours. Please communicate with us as soon as possible, should something go wrong during your stay, so we can try to fix it as soon as possible. Once you've confirmed the booking, please respect the apartment and don't hesitate to make it your own. We want you to feel like you are at home, so to sum it all up.. don't do things you wouldn't do at your own place We look forward to welcoming you and have a great time in ",
22542693,Cozy Brooklyn Apartment,25855564061,verified,Rebecca,Brooklyn,Bushwick,40.70073,-73.94037,United States,US,True,moderate,Entire home/apt,2012,$174 ,$35 ,1,7,6/29/2019,1.06,3,2,5,"I prefer guests who are in town for a reason (work or sight-seeing, etc) so they are out & about all day & in to the evening, not hanging around the condo all day.  I require my guests to leave for the day by 10AM & not return before 4PM. Please obey check-in (4PM) & check-out times (10AM). I need time to clean up after prior guest to get ready for your stay. No pets. No parties, this is a quiet building with all working professionals. When using the kitchen facilities, I ask that you tidy up after yourself (dishes in dishwasher, wipe counters down, trash in the trash barrel, etc...) and if you spill anything on the floor/furniture, please clean up after yourself.",
22543245,⭐$1.6 MILLION CHELSEA FLAT⭐LUXURY AND LOCATION!,44288732544,verified,Oliver,Manhattan,Chelsea,40.742940000000004,-73.99795,United States,US,False,moderate,Entire home/apt,2016,$623 ,$125 ,2,18,6/19/2019,2.57,2,1,143,,
22543798,Room in Astoria,4855477112,unconfirmed,Leo,Queens,Astoria,40.766259999999996,-73.91422,United States,US,False,strict,Private room,2011,$320 ,$64 ,5,0,,,2,1,41,My unit is one of 3 in the building.  My place is penthouse level so please just be considerate of my neighbors downstairs.,
22544350,Cozy Bedroom in renovated Little Italy Walk-up,28748945853,verified,Vane,Manhattan,Nolita,40.7203,-73.99548,United States,US,True,flexible,Private room,2012,$936 ,$187 ,7,0,,,3,2,0,"Internet, cable and central air included in stay. No smoking allowed in the apartment - - may smoke on the deck if cigarettes are appropriately disposed (and not flicked over the deck). Please be considerate of neighbors.  Not a party house! There are 5 other units in the building so noise should be kept controlled at night and in the mornings (especially when out on the deck). All plates and cups should be left in the sink or dishwasher and all trash should be left in the trash can (additional bags are under the sink if you need more space). If furniture is moved during your stay, please return to its original location. Please be considerate of our next guests who will be staying after you, if something is broken or needs fixing, please let me know immediately so that I can replace it.",
22544902,Cozy comfortable room,35534297221,unconfirmed,Ariel,Manhattan,Harlem,40.82625,-73.94859,United States,US,True,strict,Private room,2009,$342 ,$68 ,4,7,6/19/2019,1.83,4,1,54,"Check in/out: We typically follow the standard check in and out times (4 p.m., 11 a.m. respectively) however I'm extremely flexible and can accommodate your needs as long as it doesn't impact another renter if you have special check-in or out times.  There is a keypad lock and each renter will receive their own passcode so you can come and go as you please and not worry about keys or timing.   Pets:  I don't have any pets living at the home but I am a dog lover and know it can be difficult to find accommodations for your 4-legged family members.  Pets are welcome but please be respectful of the furniture and floors and clean up after them. Smoking:  There is no cigarette smoking in the home or on the property as there have been concerns with cigarette butts creating a fire hazard on the deck.  Please contact me if you need to discuss for your specific situation. Lock doors/windows at all times:  While the area is safe, it is still an urban environment and doors/windows need to be locke",
22545454,1 bedroom in newly renovated apartment,80373763564,verified,Paola,Manhattan,Harlem,40.82375,-73.94381,United States,US,False,strict,Private room,2022,$450 ,$90 ,1,4,6/19/2019,0.99,4,1,56,"Guests will be in my personal residence. I take great pride in my home. I ask that guest treat my home with the highest of respect. Please, no strangers or parties will be allowed! Thank you",
22546007,Room in Charming Brooklyn Apartment,49493746142,unconfirmed,Rebecca,Brooklyn,Bushwick,40.70086,-73.9403,United States,US,False,moderate,Private room,2013,$315 ,$63 ,2,4,5/7/2019,0.71,2,2,7,"Please Note: This unit was just gut-renovated in May 2015 and it comfortably accommodates 4 guests, but up to 5 guests are permitted if you so desire (two guests in each bedroom and 1 guest on the available air mattress). Please request an air mattress (if needed) when making a reservation. No smoking, no pets, no parties, and must be 25 years old to book.   For check-out, please ensure: -  All plates and cups are left in the sink or dishwasher -  All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) -  All windows are closed and locked -  If used, the air mattresses are deflated and put away (please leave used linens for the air mattresses on the floor) -  If furniture was moved during your stay, please return to its original location Please be mindful to our neighbors in the building; quiet hours after 10pm. Please be considerate of our next guests who will be staying after you, if something is broken or needs fixing,",
